user_id,signup_ts,country,is_seller,marketing_opt_in
89,2024-12-05 07:30:06.541006,GH,0,0
90,2025-12-09 18:30:57.731015,TW,1,0
91,2025-07-17 10:03:06.090940,FR,0,0
92,2025-07-05 00:19:47.033448,MZ,1,1
93,2026-01-27 03:43:53.057435,CF,0,1
94,2024-10-29 23:52:46.430609,SI,1,0
95,2024-12-26 00:29:19.943077,HU,0,0
96,2024-07-13 08:32:11.089216,LU,0,1
97,2024-02-15 14:00:47.179996,TG,1,1
98,2024-07-17 07:30:41.732522,GN,0,0
99,2024-02-05 11:19:00.814942,KN,1,1
100,2025-05-06 05:26:40.822783,GT,1,1
101,2024-03-20 10:52:50.720981,AU,0,0
102,2025-10-20 03:57:56.764124,BN,0,1
103,2025-02-09 19:11:19.871168,IT,0,0
104,2025-06-02 21:26:52.279124,GH,0,1
105,2025-02-28 02:50:27.630533,RS,0,0
106,2025-12-14 14:14:13.828490,TO,0,1
107,2025-03-27 03:06:59.820734,HN,0,0
108,2025-08-26 08:49:18.065631,NE,1,0
109,2024-06-18 07:25:32.798601,BY,0,1
110,2025-05-26 14:13:11.309977,MH,0,1
111,2024-12-05 15:13:39.563766,PT,0,0
112,2025-10-23 05:37:18.430796,BF,0,0
113,2025-06-06 02:21:16.501389,KH,0,0
114,2024-04-12 02:39:55.555249,NA,1,0
115,2025-07-16 03:56:29.924102,CD,1,1
116,2024-07-30 20:34:26.568501,ET,1,0
117,2025-02-25 23:09:17.913419,CU,0,0
118,2024-12-04 09:28:37.063003,IT,0,1
119,2025-01-03 03:49:25.641438,BO,0,0
120,2024-12-19 22:00:21.870270,SY,0,0
121,2024-04-11 17:44:21.775907,CF,1,1
122,2026-01-30 04:11:28.090257,AL,1,0
123,2026-01-08 01:13:40.152246,GB,0,1
124,2025-10-12 04:10:36.470477,DM,0,1
125,2024-11-23 02:18:24.266990,RO,1,1
126,2024-07-05 08:33:56.183083,MZ,0,0
127,2025-11-20 10:26:44.524000,DM,1,0
128,2024-11-03 01:13:31.333302,MW,0,0
129,2024-08-11 22:39:47.786263,PH,1,1
130,2024-08-26 14:06:11.224163,MC,0,0
131,2025-12-30 12:29:02.121503,TH,0,1
132,2025-05-28 16:51:38.514407,RU,0,0
133,2024-05-23 07:04:27.097624,KE,1,1
134,2024-07-08 05:52:41.556438,BG,0,1
135,2025-03-29 07:09:41.067384,SR,0,0
136,2024-03-15 17:55:45.980571,KW,1,1
137,2024-03-12 23:26:40.851019,TV,1,1
138,2025-01-13 12:04:40.724476,SM,0,0
139,2024-05-25 05:17:08.066692,SE,1,1
140,2024-03-29 17:43:34.718341,ER,1,1
141,2024-03-21 06:32:01.213003,BJ,1,0
142,2025-06-07 10:45:10.595940,GW,0,0
143,2024-11-21 04:02:58.952411,TN,0,0
144,2024-07-29 01:46:47.458628,UG,0,0
145,2024-02-29 05:58:56.290114,BR,0,0
146,2024-12-02 10:54:01.955753,TV,0,0
147,2025-03-19 02:32:15.631680,KW,1,0
148,2025-12-14 00:04:19.225873,GA,0,0
149,2025-06-03 10:33:53.556308,KW,1,0
150,2024-07-23 13:46:41.187213,MY,0,0
151,2024-05-05 19:44:44.794459,KH,0,0
152,2024-09-06 08:39:19.295961,KW,0,1
153,2025-12-09 20:21:14.465583,BN,1,1
154,2024-02-07 00:33:52.827231,VU,0,0
155,2026-01-29 13:40:28.396142,BZ,1,0
156,2024-03-24 17:37:20.469821,GH,0,0
157,2025-02-03 18:10:41.473075,CO,0,1
158,2025-12-12 22:42:21.621743,BJ,1,1
159,2025-11-03 12:11:39.829481,MN,0,0
160,2024-08-26 09:30:45.735905,OM,0,0
161,2025-10-01 06:04:00.849801,MA,0,1
162,2024-09-08 04:50:09.232918,TD,0,0
163,2025-02-20 14:23:05.592214,TL,1,1
164,2025-09-19 02:19:40.952694,KG,0,1
165,2025-12-11 20:21:00.705780,CA,0,0
166,2025-12-17 02:07:14.512813,CR,0,1
167,2024-08-11 09:44:24.530732,CD,0,0
168,2025-07-26 12:56:36.596768,DE,0,0
169,2024-08-17 03:55:43.272181,UY,1,1
170,2024-07-03 01:54:30.821028,LV,0,0
171,2024-06-27 22:37:15.270854,ZW,0,0
172,2025-10-15 06:06:31.092678,SD,0,0
173,2025-01-22 01:57:23.371738,BF,0,1
174,2024-04-07 15:22:58.757631,NO,0,0
175,2025-09-28 00:58:59.416847,BD,0,1
176,2024-02-02 19:24:42.748962,CO,0,1
177,2025-05-10 14:48:59.299136,IN,0,0
178,2024-05-28 06:01:41.535267,PA,0,1
179,2025-03-09 05:02:48.811709,NP,0,0
180,2025-03-15 22:48:01.704569,CG,1,0
181,2024-03-26 04:23:23.255938,FM,0,1
182,2025-11-21 12:29:32.591145,ST,0,0
183,2024-02-26 12:52:42.882714,MN,1,0
184,2025-03-31 17:31:43.214386,CY,1,1
185,2024-12-10 04:03:53.669373,BB,0,0
186,2024-09-12 09:29:16.737082,BB,0,0
187,2025-11-17 20:45:56.877524,GE,0,1
188,2025-06-12 10:54:58.834822,TL,0,0
189,2024-04-15 07:22:44.363161,TJ,1,0
190,2025-11-07 01:28:32.724257,NE,1,0
191,2026-01-11 14:05:37.660782,AE,0,1
192,2024-05-23 02:48:19.791336,GW,0,1
193,2025-10-23 19:06:09.399419,EE,1,1
194,2025-11-05 01:48:58.953365,AR,0,0
195,2024-06-10 05:42:56.208546,LT,1,1
196,2025-08-24 17:40:30.217792,NG,1,0
197,2025-09-08 05:39:06.978725,LK,0,1
198,2025-09-14 10:55:06.290637,IQ,0,1
199,2024-05-26 12:13:50.605425,ME,1,0
200,2024-04-19 04:19:52.290305,AZ,1,1
201,2025-10-19 09:41:43.127696,GN,0,1
202,2024-06-25 00:03:56.219791,PK,0,1
203,2024-10-12 15:17:39.180832,GT,0,1
204,2024-07-12 01:26:21.054714,KM,0,0
205,2024-06-20 07:06:33.487987,LS,1,0
206,2024-08-21 17:35:08.490990,BJ,0,1
207,2026-01-06 12:17:10.395461,IT,1,0
208,2024-10-13 17:22:33.385773,SE,0,0
209,2024-11-18 04:13:12.520314,SO,0,0
210,2024-09-29 02:48:39.935354,AT,0,1
211,2024-04-24 11:22:00.425906,IL,1,1
212,2024-06-09 15:48:56.866102,IN,0,0
213,2024-02-28 03:57:26.553954,UG,0,0
214,2024-12-13 15:48:49.608384,ZA,0,1
215,2025-08-27 16:31:54.805069,NZ,0,0
216,2025-04-18 01:00:47.489289,SE,0,1
217,2024-04-24 16:41:48.952253,TR,0,0
218,2024-06-18 01:37:13.412345,BD,0,1
219,2025-07-01 23:20:02.165280,AD,0,1
220,2025-02-14 00:14:40.361487,SO,1,0
221,2025-06-15 22:54:01.309790,SZ,0,1
222,2025-07-22 14:38:29.831045,FJ,0,0
223,2024-10-23 06:36:23.661066,BJ,1,1
224,2025-12-24 08:27:45.301865,LS,1,1
225,2025-04-30 10:06:43.517301,HR,0,0
226,2025-10-11 16:14:50.598695,WS,1,0
227,2025-11-18 16:26:22.725589,SD,0,1
228,2024-09-13 03:28:50.868335,NE,0,0
229,2024-09-25 11:43:57.632596,MC,0,0
230,2024-09-03 04:32:08.346276,CN,0,0
231,2024-06-19 08:29:56.337411,TL,0,1
232,2025-12-18 03:15:18.202447,GD,1,0
233,2025-07-30 17:11:11.614820,EC,1,0
234,2025-04-24 20:09:45.413480,KI,0,1
235,2024-11-22 20:21:55.793314,AD,0,1
236,2024-09-09 04:38:25.102150,GE,0,1
237,2024-12-10 05:50:35.717515,TT,0,1
238,2025-04-18 08:57:00.041950,LI,0,1
239,2025-01-04 21:12:01.125486,PA,0,0
240,2025-06-07 18:01:22.464381,SE,1,0
241,2025-01-10 20:55:25.095175,LK,0,1
242,2024-06-03 04:11:55.182587,BS,0,1
243,2024-08-25 12:27:27.325508,HR,0,1
244,2025-05-07 13:39:56.978031,LT,0,0
245,2024-04-08 10:28:12.437127,GB,1,1
246,2024-07-20 18:51:14.716793,KR,0,1
247,2024-07-13 07:32:34.383481,FJ,0,0
248,2024-05-17 20:35:22.170288,BD,0,0
249,2024-07-28 01:42:45.050098,PY,0,0
250,2025-04-21 17:48:44.783094,BN,1,1
251,2024-12-28 21:23:17.591404,ZM,0,0
252,2025-03-26 17:38:11.191085,VC,0,1
253,2025-06-22 21:23:56.490413,SA,0,0
254,2024-11-18 03:46:21.770878,CY,1,1
255,2025-05-24 10:56:40.914679,AF,1,1
256,2025-11-13 06:56:02.947116,CD,0,0
257,2025-08-21 20:08:36.546738,GN,1,1
258,2024-06-07 16:48:41.161058,MC,0,0
259,2025-02-12 13:50:13.979814,BE,0,1
260,2025-03-13 09:25:16.974365,CM,1,0
261,2024-12-29 15:43:12.640881,PL,0,0
262,2025-06-01 20:54:10.533412,TJ,1,1
263,2025-04-10 04:26:05.229055,TW,1,0
264,2025-11-12 09:18:07.208711,VA,0,0
265,2025-09-17 13:33:12.380296,SD,0,1
266,2024-12-07 22:39:52.809258,SY,1,1
267,2024-12-21 22:47:38.270222,DJ,1,0
268,2025-07-27 10:39:38.926387,PY,1,1
269,2024-12-24 23:39:27.022049,GB,1,0
270,2024-07-29 19:44:20.250603,DZ,0,0
271,2024-08-20 18:56:24.321099,SK,1,1
272,2025-01-19 04:58:22.268148,GY,0,1
273,2024-08-18 19:21:40.277302,BO,0,0
274,2025-07-05 10:46:35.707147,GW,0,1
275,2024-08-16 16:49:45.802809,LB,0,1
276,2025-11-13 13:22:06.006560,BR,0,1
277,2024-05-11 07:09:29.457026,HT,0,0
278,2024-11-06 00:26:29.203877,DE,1,0
279,2025-06-30 05:51:06.719603,BI,0,0
280,2024-11-29 06:30:55.331471,LS,1,1
281,2025-03-02 14:02:55.023082,NI,1,0
282,2024-03-16 16:51:47.181477,NL,0,0
283,2024-11-10 17:22:15.910904,TV,0,0
284,2025-12-22 07:09:21.667252,AO,0,0
285,2025-10-18 01:03:55.132318,TR,1,0
286,2024-11-04 01:54:29.418560,AF,0,1
287,2025-12-19 20:56:41.199700,KG,0,1
288,2025-08-03 14:48:53.208132,NL,1,1
289,2025-02-27 09:04:30.723692,LK,0,1
290,2025-03-05 03:46:48.238682,UY,0,0
291,2025-11-17 01:14:53.335361,RU,0,1
292,2024-07-09 12:02:43.192874,NZ,0,0
293,2025-01-19 23:17:34.377626,MW,0,0
294,2024-10-02 18:06:44.544581,GD,0,0
295,2025-09-05 05:53:55.244308,RS,0,0
296,2024-05-30 18:44:08.021560,PT,0,1
297,2025-12-02 22:12:46.328926,VU,0,0
298,2025-02-24 09:14:58.737038,MX,1,0
299,2025-04-07 14:01:50.121594,HR,0,0
300,2024-02-20 00:23:26.242842,BA,0,0
301,2024-12-09 07:29:02.036848,PL,0,0
302,2024-06-11 23:14:11.826443,IL,0,0
303,2024-11-03 03:31:03.117530,GH,0,0
304,2024-12-28 08:49:15.117847,LU,0,0
305,2025-08-09 06:45:51.854738,MU,0,1
306,2024-08-21 11:30:43.119935,NL,0,1
307,2024-08-02 11:57:14.257544,BR,0,0
308,2025-01-08 18:26:39.338741,AE,1,1
309,2025-02-28 06:05:10.977325,MG,0,0
310,2024-07-13 00:12:21.377933,BJ,1,1
311,2025-08-23 21:27:12.202092,CF,0,0
312,2024-02-29 15:02:12.836451,AT,0,0
313,2025-12-24 21:23:15.503642,FR,0,0
314,2025-10-05 06:12:28.291575,VU,0,1
315,2024-05-21 12:44:40.913983,CN,0,0
316,2025-01-11 03:29:44.760314,CI,1,1
317,2025-03-18 04:29:40.417992,GM,0,0
318,2025-01-04 22:00:11.292587,IE,0,0
319,2025-08-13 10:08:23.657460,DM,0,0
320,2025-04-17 19:28:13.486910,AE,0,0
321,2025-07-08 23:08:40.832992,DK,0,0
322,2026-01-04 22:16:19.496705,CD,0,0
323,2025-03-28 22:28:24.662050,KR,0,1
324,2025-03-26 19:50:32.696348,MT,0,1
325,2024-11-15 23:12:20.988335,VC,1,0
326,2024-06-24 02:16:22.833244,UA,0,0
327,2025-06-18 16:46:15.602782,YE,0,1
328,2024-07-26 14:46:09.578748,MC,0,0
329,2025-08-17 12:00:52.702904,LA,0,0
330,2025-04-13 19:22:43.640218,CL,0,0
331,2025-09-03 20:19:26.140535,TM,0,1
332,2025-08-24 22:02:16.018766,LY,0,0
333,2025-02-23 09:05:04.123037,HR,0,0
334,2024-10-27 21:55:16.620204,SD,0,0
335,2025-05-18 05:40:05.033703,AL,0,0
336,2025-10-12 19:36:09.546520,RW,0,1
337,2024-04-17 07:30:26.557302,ML,0,0
338,2025-05-09 12:01:24.797551,PK,0,1
339,2025-06-30 21:26:46.279902,NZ,0,0
340,2024-06-07 21:11:57.161670,SK,1,1
341,2026-01-05 11:28:21.303230,IR,1,0
342,2025-04-25 03:07:49.112013,SO,0,1
343,2025-08-19 01:53:33.488066,PT,1,0
344,2024-12-14 09:32:00.568115,ES,0,0
345,2025-04-08 00:13:52.280988,LI,1,0
346,2025-10-14 09:04:36.676912,BT,0,0
347,2024-08-21 23:17:12.245418,PG,0,0
348,2024-07-27 08:32:50.341202,PL,0,1
349,2025-03-22 11:34:51.593615,SV,0,0
350,2024-11-03 01:30:32.834399,AT,0,0
351,2025-01-26 07:11:41.675381,LR,0,0
352,2024-06-12 01:10:46.733206,GH,0,0
353,2024-10-16 09:52:17.567656,IL,0,1
354,2024-10-05 19:54:28.048561,UG,0,1
355,2025-06-26 10:04:02.993446,IS,0,1
356,2025-03-12 05:06:43.478454,SI,1,0
357,2025-12-23 18:13:42.956779,BS,0,0
358,2024-07-25 12:35:20.327227,NE,0,1
359,2025-01-22 02:45:46.256911,PS,1,1
360,2024-07-24 18:29:40.013505,PY,0,1
361,2025-05-17 00:54:36.577519,RW,1,0
362,2024-12-23 14:25:53.886445,AM,0,1
363,2024-04-08 04:37:02.034739,GN,0,1
364,2024-11-21 15:01:01.311583,HN,0,1
365,2024-09-10 21:30:27.708847,TT,0,0
366,2024-10-26 18:44:23.880223,TG,0,1
367,2025-02-22 01:07:08.435554,NO,0,0
368,2026-01-28 05:42:53.994916,SY,0,1
369,2024-09-28 20:31:29.273419,ME,0,1
370,2024-12-27 16:05:40.942217,KP,0,0
371,2024-08-01 20:44:20.878605,CL,0,0
372,2025-07-11 02:27:40.449187,KW,1,0
373,2024-04-27 13:13:36.814668,SO,0,1
374,2025-12-25 19:34:46.283319,FM,0,0
375,2024-06-14 11:12:31.396494,GM,1,1
376,2025-07-23 18:06:46.118307,IS,0,1
377,2025-07-13 12:19:37.178106,PS,0,0
378,2025-02-17 10:55:56.348654,JM,0,1
379,2026-01-16 11:05:32.221398,FI,0,0
380,2024-09-03 14:54:04.864384,ML,1,1
381,2024-06-10 07:08:00.843025,AL,0,0
382,2025-07-01 09:53:26.873405,CN,0,1
383,2024-08-18 14:20:42.242218,BF,0,0
384,2025-03-10 10:28:27.656993,MC,1,1
385,2025-12-20 20:34:35.468902,DZ,0,1
386,2025-10-26 14:41:43.456541,RW,0,1
387,2024-04-15 03:46:04.573085,AL,0,0
388,2025-03-25 13:28:08.051588,PW,1,0
389,2025-01-14 21:50:17.800882,LV,0,1
390,2024-06-13 21:25:33.348982,BF,1,1
391,2024-08-02 15:34:49.828983,QA,0,0
392,2024-04-23 13:22:17.561702,BI,0,0
393,2024-11-18 22:15:39.936759,BN,0,1
394,2025-03-27 17:18:30.602329,LA,0,0
395,2024-03-10 09:05:56.809308,CZ,0,1
396,2025-09-14 17:48:14.719007,KI,0,0
397,2024-04-02 10:36:04.877000,HU,0,1
398,2024-04-26 17:53:11.354989,NI,0,1
399,2025-04-18 02:55:14.104829,VN,1,0
400,2024-07-14 01:53:20.805914,SK,0,1
401,2024-11-04 01:51:19.902616,PA,1,0
402,2024-09-04 10:18:10.603248,TZ,0,1
403,2026-01-23 10:00:12.236596,KP,0,1
404,2025-03-21 14:11:22.172617,BH,1,1
405,2025-04-20 13:00:25.510318,SZ,0,0
406,2024-04-12 16:57:57.443008,GE,1,1
407,2025-05-02 03:28:47.357146,IN,0,1
408,2025-05-27 15:33:34.744682,DJ,1,0
409,2024-07-24 10:27:06.174947,TG,0,0
410,2024-03-26 01:15:06.501578,AD,0,0
411,2024-11-24 15:11:04.383587,FM,1,0
412,2025-04-08 23:39:48.236465,JP,0,0
413,2024-02-24 01:28:36.598668,JO,0,1
414,2025-06-30 15:15:38.974307,ME,0,0
415,2025-10-20 03:27:47.369472,BN,1,0
416,2025-06-16 08:09:10.906139,IN,0,0
417,2025-08-28 17:04:24.100584,YE,0,0
418,2025-04-06 01:09:30.724198,FJ,0,0
419,2024-12-06 18:34:58.233327,ST,1,0
420,2024-07-13 10:30:06.944700,CZ,0,1
421,2025-11-24 19:05:02.311905,CV,0,1
422,2024-03-23 09:10:24.738924,DM,0,1
423,2025-09-01 05:14:02.821310,UG,0,0
424,2025-07-31 07:37:04.221025,TN,0,1
425,2025-12-04 03:09:20.883608,OM,0,0
426,2024-05-01 01:21:33.123307,FM,0,1
427,2024-09-09 08:25:52.839894,NA,0,1
428,2025-12-19 19:47:52.525264,SC,0,0
429,2025-02-28 15:56:53.231546,OM,0,0
430,2024-03-29 23:31:06.567475,BB,0,0
431,2025-11-10 22:11:08.619518,LK,1,0
432,2024-09-22 16:02:16.226280,ID,0,0
433,2024-02-19 02:42:05.161534,GT,0,0
434,2026-01-02 21:00:51.414737,TR,0,0
435,2025-04-04 02:24:28.711023,AO,1,1
436,2026-01-30 09:16:27.744567,GQ,0,0
437,2025-09-22 06:00:48.762820,TR,0,0
438,2024-02-29 14:34:22.576526,TW,0,0
439,2024-06-07 04:36:37.102373,SI,1,1
440,2025-05-21 03:12:07.919107,IT,0,0
441,2024-06-11 19:01:52.211571,TV,0,1
442,2024-12-14 14:58:36.927105,RW,0,0
443,2026-01-08 02:15:42.507886,PW,1,0
444,2024-10-11 09:32:12.383543,LT,0,0
445,2024-09-21 17:53:23.247684,CA,0,0
446,2025-10-18 18:36:55.636910,LS,1,1
447,2024-11-26 22:00:52.848259,SA,1,0
448,2024-08-28 18:08:47.757447,MZ,0,0
449,2025-09-16 12:17:59.153586,SY,0,1
450,2024-02-27 00:36:25.306535,BT,0,0
451,2024-09-16 23:12:51.792579,LI,0,0
452,2024-04-24 21:31:56.746108,NA,0,0
453,2025-10-24 00:26:51.929062,AD,0,1
454,2025-05-25 15:02:12.387812,SR,1,0
455,2025-01-02 16:23:53.113693,BF,0,0
456,2024-06-16 05:51:27.473992,ML,0,0
457,2025-04-30 00:58:07.484700,SB,0,0
458,2025-05-02 01:36:59.135924,PS,0,0
459,2024-03-08 22:05:00.328094,IQ,0,1
460,2025-03-07 09:54:20.313262,JO,1,0
461,2024-12-16 06:05:29.899100,MC,1,0
462,2025-01-19 06:59:06.424873,AT,1,1
463,2026-01-11 01:59:36.312252,UZ,0,0
464,2025-09-06 02:26:06.924234,KN,0,0
465,2024-05-25 21:51:37.806733,TG,0,0
466,2024-02-10 04:59:04.930194,NE,0,1
467,2024-04-08 07:20:58.315224,CI,1,0
468,2025-01-02 07:08:00.748712,CL,0,0
469,2025-05-18 08:35:09.307183,DE,0,1
470,2025-01-29 06:31:50.461823,VC,0,0
471,2024-08-31 10:01:38.411458,MA,0,0
472,2024-08-17 22:48:16.562816,RO,0,1
473,2026-01-16 06:25:44.172963,HN,0,0
474,2024-12-29 21:24:42.256770,CY,0,1
475,2024-11-06 10:05:47.106666,US,1,0
476,2025-02-05 11:29:09.280803,CR,0,1
477,2025-10-23 08:57:21.733305,IS,0,1
478,2025-08-17 15:25:12.351306,NI,0,0
479,2024-10-05 11:46:48.639787,SD,0,0
480,2024-08-13 09:11:36.389638,AD,0,1
481,2024-08-24 19:50:52.251929,KG,0,1
482,2025-10-03 23:28:35.192095,TT,0,0
483,2026-01-29 21:31:36.439004,RW,0,0
484,2025-10-24 06:35:02.316317,PE,1,0
485,2025-02-27 15:23:12.210657,LY,0,0
486,2024-09-30 01:25:41.836432,ST,0,1
487,2024-11-01 18:18:58.194746,LI,1,0
488,2025-10-27 10:41:23.485946,MC,0,0
489,2024-07-23 15:52:29.025181,MV,0,0
490,2024-07-19 19:57:18.899526,NG,0,0
491,2024-03-03 02:27:14.589453,CH,0,1
492,2025-01-10 17:14:35.326213,MU,0,0
493,2024-11-08 05:47:52.535135,HR,1,0
494,2025-09-01 01:06:57.117563,CF,0,0
495,2026-01-16 16:29:00.131397,SA,0,1
496,2026-01-05 00:05:22.176038,CN,1,1
497,2025-02-01 03:10:40.439765,UA,0,0
498,2024-09-29 17:37:20.450720,BZ,0,0
499,2025-10-30 19:08:11.695546,OM,1,0
500,2024-04-13 01:20:53.443511,PH,1,0
501,2024-02-11 10:19:02.191292,CV,0,0
502,2024-11-25 16:47:56.137961,TD,1,1
503,2026-01-08 18:04:02.961923,BO,1,1
504,2025-01-08 04:08:03.899513,IN,0,1
505,2024-10-04 12:44:36.965590,MD,0,0
506,2024-11-16 13:44:14.632532,BR,0,1
507,2025-10-14 09:59:26.929347,GQ,1,0
508,2025-10-19 22:49:30.878923,MU,1,1
509,2025-12-28 04:46:04.463083,YE,0,0
510,2025-07-09 05:27:34.092723,PS,1,0
511,2025-01-21 15:42:41.956644,SR,0,0
512,2024-02-26 10:36:58.832431,BJ,1,1
513,2024-07-20 17:07:47.164453,LA,1,0
514,2025-12-03 22:32:14.889855,GT,1,1
515,2025-07-29 17:12:00.177656,NZ,0,1
516,2026-01-14 20:59:52.816591,PS,0,0
517,2025-05-08 03:48:47.846817,BZ,0,0
518,2024-12-20 07:36:35.847302,MD,0,1
519,2024-09-05 23:20:46.070434,AT,0,1
520,2024-03-04 19:32:31.713862,BG,0,0
521,2024-09-01 12:26:00.914083,MR,0,1
522,2024-12-10 19:50:40.526082,HN,0,1
523,2025-02-22 05:24:12.547825,TM,1,1
524,2025-06-12 06:14:50.646960,EG,0,0
525,2024-06-03 09:19:20.275917,BR,1,0
526,2025-04-20 10:34:04.826020,MU,1,0
527,2025-04-27 21:42:54.992796,GY,1,1
528,2025-01-28 18:06:50.197642,TV,1,0
529,2024-05-14 18:19:18.222034,PL,1,0
530,2025-05-11 04:41:18.067514,PK,0,1
531,2024-08-04 17:30:57.046255,AG,1,1
532,2025-11-17 20:29:00.446029,PT,1,0
533,2025-11-19 12:49:17.722444,GD,0,1
534,2025-03-05 11:56:48.252798,BN,0,0
535,2024-12-18 21:26:42.329045,LY,0,0
536,2026-01-21 16:17:09.611923,KG,0,0
537,2025-05-11 22:49:01.901115,NO,0,0
538,2025-06-18 11:29:44.539874,PH,1,0
539,2025-10-09 16:42:47.610977,FJ,0,1
540,2026-01-30 05:47:17.543736,RO,0,1
541,2024-04-18 03:02:40.007170,MU,1,0
542,2025-03-23 23:55:28.829843,TR,0,1
543,2024-09-03 08:20:35.815457,ME,1,0
544,2024-09-02 21:05:39.918751,KM,0,0
545,2024-11-15 08:19:36.546449,AG,1,0
546,2025-03-19 14:50:47.165621,LA,1,1
547,2025-08-21 18:14:10.369179,BE,0,0
548,2025-11-26 09:44:59.611251,CH,0,0
549,2025-01-28 01:38:05.689660,JO,0,0
550,2025-08-19 21:10:08.595451,GT,1,0
551,2025-04-18 16:01:21.763820,MH,0,1
552,2024-07-09 04:43:58.835512,ET,1,1
553,2025-04-28 18:24:59.039272,GD,1,0
554,2025-08-05 03:40:10.265805,KM,0,1
555,2025-06-11 13:40:30.922714,CU,0,0
