purchase_id,item_id,buyer_id,price,purchase_ts
144,6341,784,175.42,2026-01-30 17:06:01.172757
145,1988,17599,158.99,2026-01-30 17:38:51.546297
146,4822,11151,108.5,2026-01-30 17:09:50.791467
147,7798,79,177.28,2026-01-30 17:05:42.623800
148,777,16467,163.39,2026-01-30 17:32:07.043243
149,5172,16687,91.07,2026-01-30 17:39:50.254439
150,5841,5412,142.54,2026-01-30 17:26:44.688017
151,5262,14467,30.83,2026-01-30 17:26:41.839099
152,4292,2754,27.18,2026-01-30 16:54:00.427648
153,5079,13106,94.47,2026-01-30 17:29:33.071313
154,4293,12470,153.4,2026-01-30 17:14:55.490340
155,1071,16813,122.27,2026-01-30 17:02:14.997959
156,1327,8314,60.59,2026-01-30 16:44:19.333915
157,1730,10186,198.16,2026-01-30 17:10:10.072422
158,417,2520,75.86,2026-01-30 17:32:16.065069
159,3841,7524,103.87,2026-01-30 17:39:33.664806
160,3780,1613,139.69,2026-01-30 17:41:51.257553
161,3809,3271,87.53,2026-01-30 17:19:57.857443
162,5052,16218,65.14,2026-01-30 16:42:25.660321
163,4968,8144,160.5,2026-01-30 17:35:05.273301
164,4472,4605,85.07,2026-01-30 17:09:09.713169
165,7108,9250,178.24,2026-01-30 17:28:29.197862
166,4613,12274,62.69,2026-01-30 16:54:53.198452
167,3948,3605,33.94,2026-01-30 16:45:12.929629
168,1353,13937,32.47,2026-01-30 17:05:13.354868
169,5332,14087,47.16,2026-01-30 17:39:28.872447
170,3945,6955,157.26,2026-01-30 16:48:28.942320
171,7240,18896,103.5,2026-01-30 17:14:46.064440
172,4671,15328,169.96,2026-01-30 16:50:25.327834
173,3684,13305,146.78,2026-01-30 17:00:06.755225
174,7275,15305,187.19,2026-01-30 17:27:48.285687
175,3802,1059,29.21,2026-01-30 16:58:09.686835
176,694,12884,13.66,2026-01-30 17:07:43.248686
177,3072,9977,179.35,2026-01-30 16:53:59.578552
178,5345,13771,166.89,2026-01-30 16:55:59.733579
179,2778,3942,73.03,2026-01-30 16:38:38.486901
180,3255,18354,46.9,2026-01-30 17:12:32.360623
181,3047,19332,139.58,2026-01-30 17:28:20.521833
182,5578,1250,48.64,2026-01-30 17:20:02.423749
183,5641,8374,58.86,2026-01-30 17:28:33.338620
184,6652,1195,67.62,2026-01-30 17:20:24.124855
185,4732,7496,144.68,2026-01-30 17:12:09.766206
186,1956,14271,170.5,2026-01-30 16:48:26.066051
187,3776,19775,85.27,2026-01-30 17:42:41.215750
188,7559,19482,5.87,2026-01-30 16:53:48.756940
189,1353,4062,32.47,2026-01-30 16:50:02.433621
190,4890,17280,68.3,2026-01-30 17:19:59.044343
191,5116,7568,148.92,2026-01-30 17:22:09.360529
192,745,7514,153.42,2026-01-30 17:07:49.739767
193,7194,10243,130.32,2026-01-30 17:29:51.060480
194,2996,3964,123.66,2026-01-30 16:55:17.385547
195,7945,14903,29.29,2026-01-30 16:40:55.661224
196,4679,11852,148.71,2026-01-30 17:15:11.697233
197,7039,7113,39.2,2026-01-30 16:58:04.799557
198,6881,15991,51.03,2026-01-30 16:37:35.816231
199,6899,2566,68.6,2026-01-30 16:57:35.337497
200,1520,2776,128.72,2026-01-30 17:45:06.470005
201,4171,8195,124.53,2026-01-30 16:41:23.062847
202,6622,19616,103.28,2026-01-30 16:49:59.803259
203,6594,6796,170.48,2026-01-30 16:39:41.272365
204,2430,4870,119.65,2026-01-30 16:44:49.995385
205,5693,933,112.62,2026-01-30 17:11:13.355506
206,2292,6009,95.19,2026-01-30 16:51:04.186746
207,3907,9747,17.56,2026-01-30 16:52:43.010111
208,666,14063,167.63,2026-01-30 16:37:31.822204
209,5179,4321,94.77,2026-01-30 17:35:06.149134
210,6098,17512,49.89,2026-01-30 17:01:25.361540
211,4234,19623,115.83,2026-01-30 17:10:39.441924
212,6534,3607,111.52,2026-01-30 17:13:39.281625
213,4426,10292,195.22,2026-01-30 17:15:04.675270
214,2840,19848,183.39,2026-01-30 17:20:03.503642
215,6304,6997,166.42,2026-01-30 17:15:33.681672
216,229,10302,54.1,2026-01-30 17:01:50.205814
217,5409,8723,98.41,2026-01-30 17:35:57.062219
218,5444,6286,184.83,2026-01-30 17:24:41.534673
219,7606,1029,79.26,2026-01-30 16:38:09.306175
220,4942,7867,147.52,2026-01-30 16:59:19.165177
221,4363,19722,6.99,2026-01-30 16:54:32.981055
222,1776,16048,72.67,2026-01-30 16:42:30.309599
223,1049,9367,39.56,2026-01-30 17:21:27.167789
224,2359,3199,186.86,2026-01-30 17:17:52.940763
225,5247,15219,18.36,2026-01-30 17:07:12.047103
226,4266,2908,13.64,2026-01-30 17:11:37.186524
227,5308,18822,82.64,2026-01-30 17:33:06.902089
228,4923,10224,141.69,2026-01-30 16:47:48.650021
229,4392,10765,24.45,2026-01-30 16:55:30.562375
230,3567,236,125.15,2026-01-30 17:16:41.882949
231,6358,3435,15.68,2026-01-30 17:14:52.009886
232,6235,9183,71.09,2026-01-30 16:47:47.379925
233,1734,5242,108.33,2026-01-30 16:44:03.977724
234,660,5405,74.45,2026-01-30 17:32:17.095860
235,2510,7445,42.59,2026-01-30 17:36:06.427521
236,4943,9511,122.74,2026-01-30 17:29:39.864920
237,4190,17860,134.16,2026-01-30 17:13:18.514897
238,3921,19803,172.86,2026-01-30 16:53:37.296566
239,1094,18981,142.06,2026-01-30 17:07:53.140324
240,1676,5898,180.73,2026-01-30 16:57:56.714823
241,2643,15217,109.6,2026-01-30 17:23:00.862764
242,4089,16889,58.89,2026-01-30 17:32:50.218008
243,4704,3182,33.62,2026-01-30 16:47:49.531993
244,5544,3642,198.84,2026-01-30 17:11:31.302085
245,3884,17201,8.95,2026-01-30 16:46:07.729441
246,3420,11121,12.26,2026-01-30 17:25:14.180401
247,5426,17796,55.64,2026-01-30 16:49:29.611259
248,2555,3378,118.69,2026-01-30 17:29:38.643564
249,5595,13943,63.69,2026-01-30 17:29:12.176901
250,190,2327,163.73,2026-01-30 17:26:13.133296
251,945,1592,114.27,2026-01-30 17:31:48.860192
252,7573,9142,5.65,2026-01-30 17:03:53.541828
253,6821,4808,32.63,2026-01-30 17:13:55.788038
254,2606,12343,182.09,2026-01-30 16:43:57.656461
255,1329,11984,148.52,2026-01-30 17:03:35.085532
256,5829,3099,100.44,2026-01-30 17:01:08.125872
257,3911,7909,164.38,2026-01-30 17:38:43.476600
258,5228,19037,126.88,2026-01-30 16:55:51.433424
259,280,12262,65.4,2026-01-30 17:24:49.851175
260,2305,2284,105.22,2026-01-30 16:49:32.369967
261,928,7978,114.88,2026-01-30 17:06:04.070401
262,4937,11353,74.35,2026-01-30 17:26:50.548810
263,5958,9978,141.34,2026-01-30 17:30:57.243445
264,3645,17716,145.15,2026-01-30 16:59:07.509508
265,2016,11360,86.7,2026-01-30 16:44:21.752238
266,605,6794,9.84,2026-01-30 16:49:28.195282
267,2096,8607,86.91,2026-01-30 16:58:14.153925
268,3012,5552,26.54,2026-01-30 16:53:49.586431
269,1721,6351,78.74,2026-01-30 17:17:47.681127
270,3627,8352,88.19,2026-01-30 17:01:03.535745
271,7800,125,59.53,2026-01-30 17:31:56.438828
272,313,9481,192.65,2026-01-30 17:11:09.171155
273,6730,9697,52.85,2026-01-30 16:57:05.999518
274,4736,12224,24.13,2026-01-30 17:30:58.012184
275,3622,16399,65.94,2026-01-30 17:09:58.433295
276,5747,7001,146.54,2026-01-30 17:31:41.868122
277,5723,2641,101.79,2026-01-30 16:59:37.810710
278,3131,19691,90.64,2026-01-30 16:41:02.172382
279,4766,12785,159.15,2026-01-30 17:08:51.211290
280,6051,2416,11.6,2026-01-30 17:00:56.216777
281,2626,17909,11.47,2026-01-30 17:07:13.994842
282,7096,1340,116.1,2026-01-30 17:17:12.111236
283,2562,10137,105.14,2026-01-30 16:50:09.848681
284,4279,18939,26.68,2026-01-30 16:52:34.179580
285,5611,9177,63.92,2026-01-30 16:56:33.783894
286,5134,11036,121.37,2026-01-30 16:50:29.752230
287,4324,17820,53.04,2026-01-30 16:46:28.991044
288,6486,3863,110.04,2026-01-30 16:50:33.785690
289,6498,10854,73.42,2026-01-30 16:44:10.553327
290,4575,12679,38.73,2026-01-30 17:16:50.580877
291,1989,13222,121.94,2026-01-30 17:08:03.424762
292,1234,429,47.44,2026-01-30 16:59:13.007953
293,5524,1565,80.36,2026-01-30 17:07:38.801631
294,535,10940,104.31,2026-01-30 17:43:00.561554
295,7981,3731,167.87,2026-01-30 17:33:41.642829
296,845,7625,69.12,2026-01-30 17:03:46.159899
297,5881,5976,191.28,2026-01-30 17:23:29.744862
298,7684,19191,197.11,2026-01-30 17:35:34.124358
299,3589,13331,87.98,2026-01-30 17:33:28.850130
300,7715,13112,73.04,2026-01-30 17:28:55.365304
301,306,7711,109.63,2026-01-30 16:57:20.689832
302,6216,6831,108.69,2026-01-30 17:34:48.109022
303,1431,11524,70.18,2026-01-30 16:56:21.128436
304,1450,17608,178.02,2026-01-30 16:51:00.611736
305,1838,5612,194.59,2026-01-30 16:52:50.059973
306,6522,16259,142.4,2026-01-30 17:27:48.112828
307,1251,3948,162.31,2026-01-30 17:23:37.789840
308,4478,17188,55.5,2026-01-30 17:07:41.303770
309,2770,1565,109.29,2026-01-30 17:41:07.801631
310,3182,7987,172.22,2026-01-30 17:05:16.497243
311,3212,16571,52.79,2026-01-30 17:05:36.949953
312,3328,14847,174.91,2026-01-30 17:22:55.894415
313,6241,16614,137.67,2026-01-30 16:54:56.833693
314,647,2515,113.0,2026-01-30 16:58:26.989269
315,6129,16963,158.06,2026-01-30 16:55:29.810652
316,3122,18346,64.04,2026-01-30 17:31:54.484695
317,688,19774,183.92,2026-01-30 16:46:50.204757
318,3918,14655,88.59,2026-01-30 16:56:15.472226
319,2568,13529,155.29,2026-01-30 17:15:56.995543
320,7315,18395,187.79,2026-01-30 17:04:29.669197
321,3408,9848,119.06,2026-01-30 17:07:22.206074
322,5611,5310,63.92,2026-01-30 17:32:37.750877
323,3635,2685,67.25,2026-01-30 16:47:40.038285
324,3171,12058,5.28,2026-01-30 17:31:53.759537
325,1639,9092,110.2,2026-01-30 17:34:57.363106
326,3061,3001,166.87,2026-01-30 17:00:35.028265
327,7436,8405,144.3,2026-01-30 17:39:08.999726
328,5913,12936,62.72,2026-01-30 17:02:57.684960
329,4756,11015,112.01,2026-01-30 16:58:44.568248
330,7515,14091,25.17,2026-01-30 16:55:58.555913
331,5461,19706,188.73,2026-01-30 17:34:01.101139
332,3473,2811,41.35,2026-01-30 17:37:37.922951
333,5538,12926,52.46,2026-01-30 16:52:26.058818
334,6679,14951,7.22,2026-01-30 16:42:47.967300
335,5301,2708,170.98,2026-01-30 16:51:44.640986
336,6694,6706,28.59,2026-01-30 17:05:03.821864
337,5328,11452,145.46,2026-01-30 17:01:03.124299
338,3050,9944,97.03,2026-01-30 16:41:42.160756
339,7787,8993,46.06,2026-01-30 16:52:37.502724
340,5280,4631,24.77,2026-01-30 16:50:36.456137
341,4572,6810,138.13,2026-01-30 17:06:50.400555
342,373,18543,93.05,2026-01-30 17:08:36.401955
343,6117,14285,40.71,2026-01-30 16:55:48.918534
344,2723,12790,94.22,2026-01-30 16:48:06.781168
345,1511,34,118.51,2026-01-30 17:44:44.129550
346,1178,18075,109.74,2026-01-30 17:06:42.705264
347,2673,3984,145.37,2026-01-30 17:23:07.656314
348,845,7338,69.12,2026-01-30 16:42:11.172782
349,6470,14905,28.23,2026-01-30 17:09:42.921891
350,1150,11128,23.66,2026-01-30 17:31:29.495582
351,3811,11232,11.42,2026-01-30 16:58:38.703802
352,4718,11410,93.76,2026-01-30 17:20:14.634300
353,1282,9203,137.25,2026-01-30 17:37:32.982384
354,7189,13499,117.8,2026-01-30 17:39:23.161754
355,1421,12186,171.53,2026-01-30 17:40:15.280844
356,5364,16967,151.68,2026-01-30 16:55:43.354346
357,298,9615,172.65,2026-01-30 17:35:59.846846
358,5188,13209,89.23,2026-01-30 17:32:27.354179
359,1657,19029,41.38,2026-01-30 16:59:26.034459
360,6012,3771,99.77,2026-01-30 16:47:57.484695
361,2840,19438,183.39,2026-01-30 17:16:07.369913
362,3732,16790,125.53,2026-01-30 16:47:37.985384
363,198,18964,14.99,2026-01-30 17:06:40.045008
364,2497,1763,51.31,2026-01-30 17:27:07.114826
365,6338,13791,83.84,2026-01-30 17:01:28.129699
366,3403,2364,177.11,2026-01-30 16:58:29.903834
367,901,17701,39.54,2026-01-30 16:45:49.489989
368,2637,17772,75.62,2026-01-30 17:14:27.630014
369,2271,15619,69.17,2026-01-30 17:02:22.208839
370,7770,2067,102.54,2026-01-30 17:39:26.069506
371,1967,6157,18.69,2026-01-30 17:32:14.609685
372,3043,17060,152.57,2026-01-30 17:16:43.401098
373,1300,5725,112.68,2026-01-30 17:37:39.786260
374,3338,17542,124.8,2026-01-30 17:30:17.592880
375,5695,18485,106.43,2026-01-30 16:40:57.684035
376,6603,2692,146.6,2026-01-30 16:50:36.627523
377,939,17138,161.61,2026-01-30 17:34:54.915806
378,4916,5337,166.19,2026-01-30 17:16:53.840564
379,4058,9723,53.34,2026-01-30 17:32:37.163637
380,6104,772,81.26,2026-01-30 16:51:48.296227
381,5528,15614,117.27,2026-01-30 16:50:30.849721
382,6889,14728,141.69,2026-01-30 16:45:00.312803
383,159,11034,98.19,2026-01-30 16:49:42.708119
384,4833,3502,122.21,2026-01-30 17:31:18.981867
385,3616,3191,118.66,2026-01-30 16:59:57.189257
386,2262,19250,176.01,2026-01-30 17:20:29.675740
387,1411,12084,33.64,2026-01-30 17:29:44.921866
388,7687,16050,85.82,2026-01-30 16:59:58.165855
389,7644,17816,141.51,2026-01-30 16:55:40.967416
390,5743,13885,179.45,2026-01-30 17:34:01.293156
391,6055,2483,132.36,2026-01-30 17:06:48.258643
392,3256,4885,176.55,2026-01-30 17:26:54.416132
393,4092,12341,12.41,2026-01-30 16:50:04.104542
394,3818,770,93.86,2026-01-30 17:17:20.033104
395,4337,12301,93.82,2026-01-30 17:29:30.814110
396,7190,3068,8.0,2026-01-30 16:57:49.864201
397,7446,3237,145.38,2026-01-30 16:53:10.849818
398,1331,15389,56.91,2026-01-30 17:08:51.713985
399,2572,16965,143.75,2026-01-30 17:12:01.021183
400,2155,15833,44.87,2026-01-30 17:24:10.005529
401,85,15528,102.14,2026-01-30 17:21:39.539164
402,3071,9819,93.11,2026-01-30 16:45:15.681500
403,5353,19476,152.59,2026-01-30 17:21:17.865427
404,1228,16019,63.6,2026-01-30 17:01:21.445850
405,3365,16958,158.93,2026-01-30 17:19:53.434976
406,2983,7748,135.17,2026-01-30 17:12:04.560922
407,6115,16217,107.49,2026-01-30 17:28:07.996854
408,510,4160,82.59,2026-01-30 17:30:35.968718
409,6738,6271,77.84,2026-01-30 16:47:44.270199
410,6283,15037,112.8,2026-01-30 17:24:03.913008
411,5612,16683,170.97,2026-01-30 16:47:07.881430
412,5856,3046,156.82,2026-01-30 17:07:30.794142
413,3300,4780,130.07,2026-01-30 17:09:23.963562
414,2503,16779,41.19,2026-01-30 17:00:22.275292
415,7174,19286,189.98,2026-01-30 16:40:37.610320
416,6997,845,43.12,2026-01-30 17:26:05.765852
417,5568,4305,141.85,2026-01-30 17:29:21.036768
418,4127,19063,135.91,2026-01-30 17:23:13.181857
419,5602,16270,173.31,2026-01-30 17:35:24.360337
420,3631,9036,153.28,2026-01-30 17:13:17.847783
421,6875,8092,186.55,2026-01-30 17:18:34.885247
422,5224,19878,22.77,2026-01-30 16:51:01.779634
423,3398,16195,70.51,2026-01-30 16:54:44.689772
424,7658,12118,117.39,2026-01-30 17:14:10.167017
425,6485,15702,42.24,2026-01-30 16:59:06.499715
426,1277,14810,61.43,2026-01-30 16:55:16.131408
427,1093,7409,19.17,2026-01-30 16:48:01.676777
428,7900,16056,44.15,2026-01-30 17:34:52.031674
429,1268,3746,34.14,2026-01-30 17:27:31.974137
430,453,9883,123.71,2026-01-30 17:16:47.820534
431,5564,18408,71.02,2026-01-30 17:24:59.746282
432,982,16378,65.4,2026-01-30 17:06:34.372477
433,72,1360,185.3,2026-01-30 17:17:51.031040
434,4000,17560,139.95,2026-01-30 16:46:49.198259
435,6705,19086,67.28,2026-01-30 17:17:19.346366
436,1977,16931,194.3,2026-01-30 17:33:54.055430
437,370,2566,48.83,2026-01-30 17:38:37.337497
438,6485,10360,42.24,2026-01-30 16:46:25.310056
439,1827,10089,5.28,2026-01-30 17:14:59.160281
440,4025,6880,11.0,2026-01-30 17:19:17.394652
441,7086,518,106.82,2026-01-30 16:55:22.989628
442,5571,1896,157.74,2026-01-30 17:11:43.499467
443,5059,8705,69.54,2026-01-30 17:33:39.678670
444,5042,3824,52.04,2026-01-30 16:55:58.906759
445,7975,13369,15.64,2026-01-30 17:11:14.356379
446,5022,2422,143.33,2026-01-30 17:03:13.124151
447,4035,14534,131.7,2026-01-30 17:21:45.909353
448,1715,7900,56.18,2026-01-30 16:52:34.635234
449,3948,9885,33.94,2026-01-30 17:11:03.818825
450,7427,8817,106.16,2026-01-30 17:13:02.873508
451,7042,6648,11.87,2026-01-30 17:35:51.115074
452,7437,12893,22.48,2026-01-30 17:16:14.268894
453,6446,16600,156.24,2026-01-30 17:07:54.381264
454,4901,19301,189.57,2026-01-30 16:38:54.486806
455,226,16540,147.14,2026-01-30 17:11:12.155523
456,3627,11594,88.19,2026-01-30 17:01:36.180691
457,5723,14017,101.79,2026-01-30 17:03:49.139562
458,1609,12948,66.13,2026-01-30 16:42:12.132667
459,14,7606,182.88,2026-01-30 17:27:41.493605
460,7406,11221,15.91,2026-01-30 17:00:42.959516
461,6043,12550,52.52,2026-01-30 17:19:16.883601
462,6814,16864,142.04,2026-01-30 17:15:56.029026
463,7000,13939,50.11,2026-01-30 17:23:05.423498
464,2440,4508,138.82,2026-01-30 17:03:19.780584
465,5897,13253,56.81,2026-01-30 17:06:30.977165
466,3410,11209,106.77,2026-01-30 16:46:33.505233
467,5507,10930,165.98,2026-01-30 16:52:42.824303
468,3491,10267,159.26,2026-01-30 17:39:12.979919
469,267,19878,190.86,2026-01-30 17:08:54.779634
470,148,4878,99.39,2026-01-30 17:15:39.940371
471,7015,1222,45.5,2026-01-30 17:11:37.600500
472,4578,6911,191.91,2026-01-30 16:56:28.680038
473,6117,3615,40.71,2026-01-30 17:04:20.396048
474,4846,4226,17.41,2026-01-30 16:56:04.690920
475,3280,5310,164.04,2026-01-30 17:05:06.750877
476,3007,17242,81.33,2026-01-30 16:41:37.664543
477,1931,12447,65.39,2026-01-30 17:37:00.557187
478,622,6212,38.35,2026-01-30 17:40:50.443737
479,6458,289,138.49,2026-01-30 17:16:21.576912
480,6266,16604,39.74,2026-01-30 16:55:50.930062
481,287,6137,62.88,2026-01-30 17:22:17.503994
482,7497,13710,183.58,2026-01-30 17:27:28.625861
483,968,6349,80.67,2026-01-30 16:43:11.011834
484,1130,15475,109.03,2026-01-30 17:00:17.773680
485,5223,9127,47.48,2026-01-30 16:46:57.567927
486,7846,15787,171.85,2026-01-30 16:57:21.087180
487,5530,8399,170.02,2026-01-30 16:59:35.998187
488,3922,14339,193.45,2026-01-30 16:51:43.156480
489,6460,11539,88.4,2026-01-30 17:08:36.614672
490,1001,3216,132.59,2026-01-30 16:53:24.061221
491,1407,5514,63.07,2026-01-30 16:56:51.638072
492,7981,2814,167.87,2026-01-30 17:08:35.631514
493,4927,19150,17.6,2026-01-30 16:48:52.931478
494,4055,525,86.46,2026-01-30 17:26:07.190691
495,4546,14043,12.16,2026-01-30 17:02:49.608822
496,7169,13703,51.17,2026-01-30 17:28:47.711889
497,6631,9332,195.67,2026-01-30 17:24:21.833680
498,4249,18118,197.96,2026-01-30 17:07:31.340902
499,3789,15507,10.41,2026-01-30 16:55:38.811861
500,6155,1222,195.07,2026-01-30 16:47:42.600500
