event_id,user_id,event_type,timestamp
79,749,reactivation,2026-01-30 16:45:26.900486
80,4560,churn,2026-01-30 16:45:05.305523
81,2590,activation,2026-01-30 16:41:40.313899
82,2629,reactivation,2026-01-30 16:42:59.969312
83,4347,churn,2026-01-30 16:42:21.639489
84,4088,reactivation,2026-01-30 16:41:50.190380
85,1554,reactivation,2026-01-30 16:37:53.402700
86,3908,activation,2026-01-30 16:46:25.842888
87,130,churn,2026-01-30 16:34:55.509202
88,4697,reactivation,2026-01-30 16:35:33.531256
89,267,churn,2026-01-30 16:42:40.968722
90,3331,activation,2026-01-30 16:39:43.501484
91,4669,reactivation,2026-01-30 16:45:07.996302
92,766,activation,2026-01-30 16:43:27.426607
93,2744,reactivation,2026-01-30 16:39:49.849263
94,1068,churn,2026-01-30 16:43:37.550477
95,1216,reactivation,2026-01-30 16:41:55.386225
96,4288,activation,2026-01-30 16:43:26.918663
97,1642,reactivation,2026-01-30 16:46:16.585488
98,224,activation,2026-01-30 16:46:31.234833
99,1815,activation,2026-01-30 16:40:07.758949
100,1775,churn,2026-01-30 16:41:44.213223
101,4079,reactivation,2026-01-30 16:35:52.828260
102,2902,churn,2026-01-30 16:39:33.576909
103,2060,reactivation,2026-01-30 16:44:26.997355
104,4139,activation,2026-01-30 16:39:22.405722
105,1925,churn,2026-01-30 16:37:51.736484
106,4679,churn,2026-01-30 16:44:49.586828
107,1922,churn,2026-01-30 16:37:05.994299
108,806,churn,2026-01-30 16:38:44.915624
109,1247,churn,2026-01-30 16:42:37.771299
110,586,activation,2026-01-30 16:35:08.002723
111,1648,churn,2026-01-30 16:44:37.134255
112,519,reactivation,2026-01-30 16:39:41.398604
113,233,activation,2026-01-30 16:35:09.722980
114,779,activation,2026-01-30 16:38:52.577615
115,3517,activation,2026-01-30 16:37:23.025567
116,4607,churn,2026-01-30 16:39:06.654795
117,2419,activation,2026-01-30 16:43:59.722680
118,514,reactivation,2026-01-30 16:45:36.330452
119,1351,activation,2026-01-30 16:41:55.858906
120,849,activation,2026-01-30 16:46:08.366304
121,520,activation,2026-01-30 16:44:53.258866
122,1773,reactivation,2026-01-30 16:46:36.218153
123,1809,reactivation,2026-01-30 16:44:22.926451
124,3723,reactivation,2026-01-30 16:46:30.807972
125,10,reactivation,2026-01-30 16:40:45.736753
126,4618,reactivation,2026-01-30 16:36:46.648568
127,321,reactivation,2026-01-30 16:34:55.284174
128,727,churn,2026-01-30 16:42:18.893814
129,463,churn,2026-01-30 16:43:37.163026
130,2951,churn,2026-01-30 16:44:50.066173
131,4082,reactivation,2026-01-30 16:39:15.507206
132,3708,reactivation,2026-01-30 16:40:16.006666
133,4355,churn,2026-01-30 16:41:53.366785
134,1734,churn,2026-01-30 16:40:05.588224
135,1784,reactivation,2026-01-30 16:41:29.469612
136,1246,churn,2026-01-30 16:46:29.749763
137,2917,reactivation,2026-01-30 16:42:22.517469
138,1242,reactivation,2026-01-30 16:35:51.017268
139,1205,activation,2026-01-30 16:45:03.847585
140,1118,activation,2026-01-30 16:40:10.123921
141,3206,activation,2026-01-30 16:41:04.546100
142,4815,churn,2026-01-30 16:37:44.624409
143,4699,reactivation,2026-01-30 16:39:04.723063
144,3718,churn,2026-01-30 16:45:01.620802
145,3295,activation,2026-01-30 16:34:55.162327
146,1834,reactivation,2026-01-30 16:36:04.510115
147,3349,activation,2026-01-30 16:35:31.890295
148,4933,activation,2026-01-30 16:36:42.957860
149,2103,churn,2026-01-30 16:43:38.500510
150,889,churn,2026-01-30 16:45:30.709487
151,3892,activation,2026-01-30 16:42:54.385993
152,1384,reactivation,2026-01-30 16:39:31.075090
153,863,churn,2026-01-30 16:40:13.828183
154,1648,activation,2026-01-30 16:37:27.587523
155,2245,churn,2026-01-30 16:40:12.300470
156,3962,activation,2026-01-30 16:46:33.168725
157,3577,reactivation,2026-01-30 16:42:55.345009
158,800,activation,2026-01-30 16:46:12.513711
159,3709,activation,2026-01-30 16:35:42.104682
160,669,reactivation,2026-01-30 16:40:13.338482
161,3635,reactivation,2026-01-30 16:44:06.276490
162,2622,reactivation,2026-01-30 16:36:42.013145
163,4362,reactivation,2026-01-30 16:45:31.788291
164,532,churn,2026-01-30 16:34:56.534872
165,4769,reactivation,2026-01-30 16:35:18.740686
166,1957,churn,2026-01-30 16:43:30.475905
167,900,reactivation,2026-01-30 16:45:39.270848
168,1695,churn,2026-01-30 16:39:12.267510
169,3373,reactivation,2026-01-30 16:41:23.366129
170,2296,reactivation,2026-01-30 16:39:28.130298
171,2228,activation,2026-01-30 16:44:39.922308
172,4005,activation,2026-01-30 16:45:56.811481
173,3758,churn,2026-01-30 16:36:33.652056
174,3665,activation,2026-01-30 16:40:07.211246
175,3298,reactivation,2026-01-30 16:37:17.312547
176,1254,activation,2026-01-30 16:36:27.618813
177,1355,reactivation,2026-01-30 16:38:12.696606
178,2017,churn,2026-01-30 16:36:07.912261
179,3318,reactivation,2026-01-30 16:44:36.864499
180,3290,churn,2026-01-30 16:37:01.616642
181,4224,churn,2026-01-30 16:38:57.902258
182,4331,activation,2026-01-30 16:40:10.811672
183,602,reactivation,2026-01-30 16:46:43.185145
184,4308,reactivation,2026-01-30 16:37:32.822403
185,4228,reactivation,2026-01-30 16:41:36.944445
186,3271,reactivation,2026-01-30 16:40:13.439928
187,1872,churn,2026-01-30 16:39:14.451593
188,1831,reactivation,2026-01-30 16:37:48.615926
189,4606,activation,2026-01-30 16:40:06.185037
190,3444,reactivation,2026-01-30 16:39:10.812293
191,276,churn,2026-01-30 16:37:43.766757
192,4507,reactivation,2026-01-30 16:39:01.650071
193,4121,churn,2026-01-30 16:44:28.061939
194,2321,reactivation,2026-01-30 16:44:50.051949
195,2198,activation,2026-01-30 16:37:58.628831
196,1092,churn,2026-01-30 16:42:09.208007
197,863,reactivation,2026-01-30 16:37:02.851889
198,4305,reactivation,2026-01-30 16:40:59.507650
199,4181,activation,2026-01-30 16:40:23.871055
200,4496,reactivation,2026-01-30 16:38:45.998742
201,134,activation,2026-01-30 16:36:14.468521
202,2489,activation,2026-01-30 16:37:41.825728
203,3602,activation,2026-01-30 16:42:29.540069
204,2656,churn,2026-01-30 16:45:30.005795
205,227,churn,2026-01-30 16:38:28.907878
206,1253,reactivation,2026-01-30 16:42:54.348221
207,2660,churn,2026-01-30 16:39:16.592676
208,4173,reactivation,2026-01-30 16:41:35.026704
209,4654,reactivation,2026-01-30 16:36:10.231528
210,3676,reactivation,2026-01-30 16:38:44.130450
211,2043,churn,2026-01-30 16:36:42.748118
212,4612,activation,2026-01-30 16:39:53.394183
213,9,reactivation,2026-01-30 16:46:43.191200
214,1392,activation,2026-01-30 16:37:16.548431
215,2221,reactivation,2026-01-30 16:42:13.196627
216,2226,reactivation,2026-01-30 16:40:04.978873
217,96,churn,2026-01-30 16:41:01.563262
218,4400,activation,2026-01-30 16:45:52.259797
219,1339,churn,2026-01-30 16:38:06.177758
220,2694,activation,2026-01-30 16:36:26.765078
221,4317,reactivation,2026-01-30 16:37:23.910660
222,3235,activation,2026-01-30 16:44:11.648742
223,2811,reactivation,2026-01-30 16:38:08.529685
224,363,reactivation,2026-01-30 16:40:52.154143
225,423,reactivation,2026-01-30 16:39:16.420394
226,2639,activation,2026-01-30 16:37:07.116966
227,1631,churn,2026-01-30 16:44:47.727381
228,3949,activation,2026-01-30 16:46:26.653641
229,687,churn,2026-01-30 16:45:22.614347
230,438,reactivation,2026-01-30 16:46:22.475371
231,850,reactivation,2026-01-30 16:46:26.473901
232,2221,churn,2026-01-30 16:46:18.954106
233,4545,activation,2026-01-30 16:46:14.550733
234,1099,churn,2026-01-30 16:45:54.416553
235,123,churn,2026-01-30 16:39:24.047684
236,3141,reactivation,2026-01-30 16:45:11.950089
237,637,reactivation,2026-01-30 16:35:44.425273
238,1514,activation,2026-01-30 16:39:09.082651
239,187,activation,2026-01-30 16:40:56.679912
240,2522,reactivation,2026-01-30 16:43:22.957850
241,2477,reactivation,2026-01-30 16:45:22.224021
242,3963,reactivation,2026-01-30 16:41:21.732574
243,4616,churn,2026-01-30 16:38:06.875093
244,2730,activation,2026-01-30 16:40:45.205299
245,1541,activation,2026-01-30 16:40:25.533832
246,3396,activation,2026-01-30 16:42:54.024901
247,149,churn,2026-01-30 16:35:07.931066
248,923,churn,2026-01-30 16:36:49.049475
249,3712,activation,2026-01-30 16:41:57.731820
250,291,reactivation,2026-01-30 16:44:44.781310
251,821,reactivation,2026-01-30 16:42:51.263409
252,1040,activation,2026-01-30 16:44:29.918993
253,4934,activation,2026-01-30 16:42:18.626873
254,3494,churn,2026-01-30 16:43:53.963912
255,4889,reactivation,2026-01-30 16:42:03.749965
256,3279,churn,2026-01-30 16:44:10.326370
257,1354,reactivation,2026-01-30 16:35:34.356115
258,4947,activation,2026-01-30 16:36:11.866539
259,839,reactivation,2026-01-30 16:41:16.294232
260,691,churn,2026-01-30 16:41:41.543862
261,2400,reactivation,2026-01-30 16:44:58.470568
262,3295,reactivation,2026-01-30 16:39:10.642160
263,1988,reactivation,2026-01-30 16:41:19.735738
264,1362,activation,2026-01-30 16:45:58.289497
265,638,reactivation,2026-01-30 16:46:00.106323
266,2774,reactivation,2026-01-30 16:37:34.770196
267,576,reactivation,2026-01-30 16:45:02.647996
268,4404,churn,2026-01-30 16:41:15.071655
269,1085,activation,2026-01-30 16:36:02.849344
270,3595,reactivation,2026-01-30 16:40:05.147305
271,3197,churn,2026-01-30 16:35:40.478748
272,3583,reactivation,2026-01-30 16:35:18.879717
273,3698,activation,2026-01-30 16:45:56.732415
274,3484,reactivation,2026-01-30 16:46:38.069684
275,1933,activation,2026-01-30 16:40:45.590999
276,2765,churn,2026-01-30 16:44:50.309462
277,2790,reactivation,2026-01-30 16:45:58.657171
278,1079,churn,2026-01-30 16:41:33.590821
279,734,reactivation,2026-01-30 16:40:49.966951
280,1871,reactivation,2026-01-30 16:38:52.295755
281,4973,activation,2026-01-30 16:37:45.242846
282,81,activation,2026-01-30 16:40:27.619206
283,2260,reactivation,2026-01-30 16:42:29.025075
284,4956,churn,2026-01-30 16:37:41.636354
285,4745,reactivation,2026-01-30 16:36:50.472640
286,4940,activation,2026-01-30 16:46:24.025416
287,1189,reactivation,2026-01-30 16:37:42.487551
288,3935,reactivation,2026-01-30 16:35:16.417444
289,571,churn,2026-01-30 16:37:21.311858
290,1815,activation,2026-01-30 16:35:17.099808
291,3440,activation,2026-01-30 16:37:24.729065
292,1536,reactivation,2026-01-30 16:41:31.649065
293,1725,activation,2026-01-30 16:45:44.320150
294,1253,reactivation,2026-01-30 16:36:05.066364
295,3006,reactivation,2026-01-30 16:35:26.980346
296,2032,reactivation,2026-01-30 16:36:40.899183
297,3206,reactivation,2026-01-30 16:40:14.486704
298,2220,activation,2026-01-30 16:38:05.928538
299,4336,activation,2026-01-30 16:36:40.969358
300,4953,churn,2026-01-30 16:44:27.429938
301,1554,activation,2026-01-30 16:40:30.584559
302,847,activation,2026-01-30 16:45:34.673942
303,34,activation,2026-01-30 16:42:49.318557
304,4845,activation,2026-01-30 16:43:11.118363
305,3030,churn,2026-01-30 16:40:07.931885
306,1377,reactivation,2026-01-30 16:35:42.524684
307,1778,churn,2026-01-30 16:35:31.332952
308,2530,churn,2026-01-30 16:39:06.127866
309,429,reactivation,2026-01-30 16:35:08.767206
310,1664,churn,2026-01-30 16:42:43.366306
311,3862,activation,2026-01-30 16:43:17.045842
312,411,reactivation,2026-01-30 16:41:30.240397
313,3206,reactivation,2026-01-30 16:37:36.179495
314,453,activation,2026-01-30 16:39:04.977670
315,4403,churn,2026-01-30 16:38:37.624569
316,3702,reactivation,2026-01-30 16:36:39.652535
317,3873,reactivation,2026-01-30 16:37:17.361672
318,2642,activation,2026-01-30 16:42:58.548700
319,3906,churn,2026-01-30 16:37:25.143786
320,720,reactivation,2026-01-30 16:35:24.333646
321,3020,activation,2026-01-30 16:37:49.070965
322,2897,activation,2026-01-30 16:42:17.687732
323,4765,activation,2026-01-30 16:37:09.770208
324,1705,churn,2026-01-30 16:46:00.993886
325,3657,churn,2026-01-30 16:40:01.031420
326,4851,activation,2026-01-30 16:36:54.420088
327,3045,reactivation,2026-01-30 16:45:16.195465
328,2347,activation,2026-01-30 16:36:32.093390
329,1930,churn,2026-01-30 16:34:57.696083
330,1871,churn,2026-01-30 16:35:14.402055
331,4614,activation,2026-01-30 16:43:11.555094
332,446,activation,2026-01-30 16:44:41.015677
333,4246,reactivation,2026-01-30 16:38:10.927672
334,2889,churn,2026-01-30 16:36:51.833601
335,1474,activation,2026-01-30 16:42:14.312999
336,3682,churn,2026-01-30 16:38:12.716957
337,3683,churn,2026-01-30 16:37:58.603014
338,3463,reactivation,2026-01-30 16:40:35.769214
339,4396,churn,2026-01-30 16:41:25.382930
340,457,churn,2026-01-30 16:44:01.877606
341,4554,reactivation,2026-01-30 16:45:27.495432
342,4350,reactivation,2026-01-30 16:37:22.965132
343,1706,activation,2026-01-30 16:40:32.494278
344,557,churn,2026-01-30 16:35:18.872330
345,856,reactivation,2026-01-30 16:39:56.921085
346,3143,activation,2026-01-30 16:43:38.500908
347,4929,reactivation,2026-01-30 16:43:35.270159
348,571,churn,2026-01-30 16:35:02.919647
349,4173,reactivation,2026-01-30 16:45:19.190159
350,274,activation,2026-01-30 16:46:17.566072
351,1357,activation,2026-01-30 16:43:00.724444
352,4962,churn,2026-01-30 16:38:59.495782
353,547,activation,2026-01-30 16:39:43.539592
354,4670,activation,2026-01-30 16:38:55.912847
355,629,reactivation,2026-01-30 16:45:04.185984
356,884,activation,2026-01-30 16:38:32.624689
357,782,churn,2026-01-30 16:42:26.599116
358,897,churn,2026-01-30 16:34:57.046525
359,474,churn,2026-01-30 16:42:25.045092
360,1055,activation,2026-01-30 16:40:48.555908
361,2711,activation,2026-01-30 16:43:59.459869
362,1142,reactivation,2026-01-30 16:46:13.127827
363,2896,reactivation,2026-01-30 16:43:12.091665
364,1457,reactivation,2026-01-30 16:35:02.768603
365,966,activation,2026-01-30 16:36:33.284823
366,4993,reactivation,2026-01-30 16:38:55.184914
367,3864,activation,2026-01-30 16:40:46.586130
368,4061,activation,2026-01-30 16:42:05.910745
369,3844,reactivation,2026-01-30 16:45:55.519794
370,1591,churn,2026-01-30 16:45:54.082854
371,2588,activation,2026-01-30 16:40:36.731534
372,4653,churn,2026-01-30 16:40:47.880130
373,291,reactivation,2026-01-30 16:36:16.199728
374,3618,activation,2026-01-30 16:46:24.169309
375,1556,churn,2026-01-30 16:40:02.334132
376,3071,reactivation,2026-01-30 16:42:15.853026
377,2324,churn,2026-01-30 16:36:20.360011
378,532,activation,2026-01-30 16:45:54.391565
379,807,reactivation,2026-01-30 16:44:23.578059
380,3024,reactivation,2026-01-30 16:41:20.086586
381,339,activation,2026-01-30 16:43:44.678602
382,1905,activation,2026-01-30 16:45:52.756969
383,1400,activation,2026-01-30 16:40:03.897027
384,891,reactivation,2026-01-30 16:39:23.105656
385,3769,churn,2026-01-30 16:37:08.464017
386,2276,churn,2026-01-30 16:39:34.118541
387,468,reactivation,2026-01-30 16:42:40.791999
388,3929,activation,2026-01-30 16:45:45.608589
389,742,activation,2026-01-30 16:46:30.804255
390,2133,reactivation,2026-01-30 16:39:38.045522
391,2341,reactivation,2026-01-30 16:35:25.752019
392,4280,churn,2026-01-30 16:36:48.341877
393,3580,activation,2026-01-30 16:41:20.405062
394,1520,activation,2026-01-30 16:36:23.081474
395,4388,churn,2026-01-30 16:43:54.953277
396,2519,reactivation,2026-01-30 16:39:05.847409
397,1847,churn,2026-01-30 16:40:17.530045
398,4858,reactivation,2026-01-30 16:37:25.948868
399,3160,activation,2026-01-30 16:44:21.339767
400,2596,activation,2026-01-30 16:41:30.881355
401,3376,activation,2026-01-30 16:36:58.097505
402,3013,reactivation,2026-01-30 16:43:43.673750
403,48,churn,2026-01-30 16:36:07.128019
404,2230,churn,2026-01-30 16:43:59.907394
405,4398,activation,2026-01-30 16:35:43.444081
406,3816,churn,2026-01-30 16:37:31.198419
407,1246,churn,2026-01-30 16:41:32.153009
408,2148,churn,2026-01-30 16:43:53.777833
409,3961,churn,2026-01-30 16:40:13.350363
410,3225,churn,2026-01-30 16:36:43.277818
411,2860,activation,2026-01-30 16:45:27.675551
412,2975,churn,2026-01-30 16:38:13.994178
413,4117,churn,2026-01-30 16:39:40.960938
414,2761,activation,2026-01-30 16:43:39.640230
415,2981,churn,2026-01-30 16:46:39.785113
416,2312,churn,2026-01-30 16:36:29.244915
417,2093,activation,2026-01-30 16:46:40.685916
418,2260,churn,2026-01-30 16:36:48.237439
419,4900,activation,2026-01-30 16:38:45.658054
420,2207,churn,2026-01-30 16:38:26.931338
421,4368,reactivation,2026-01-30 16:45:39.568747
422,3686,churn,2026-01-30 16:42:38.144354
423,340,churn,2026-01-30 16:37:47.575329
424,1808,reactivation,2026-01-30 16:39:39.878215
425,1798,churn,2026-01-30 16:42:42.895884
426,4323,reactivation,2026-01-30 16:43:54.532332
427,948,churn,2026-01-30 16:42:53.031758
428,3157,churn,2026-01-30 16:42:13.790722
429,3567,reactivation,2026-01-30 16:36:27.870494
430,3233,churn,2026-01-30 16:39:46.057996
431,3136,churn,2026-01-30 16:36:03.894572
432,538,reactivation,2026-01-30 16:40:37.296105
433,2957,churn,2026-01-30 16:45:16.058003
434,2618,churn,2026-01-30 16:39:33.051244
435,3624,activation,2026-01-30 16:46:26.755511
436,1421,churn,2026-01-30 16:34:52.407584
437,203,activation,2026-01-30 16:44:29.784076
438,708,activation,2026-01-30 16:46:41.931846
439,61,activation,2026-01-30 16:38:36.111581
440,4195,churn,2026-01-30 16:43:11.653920
441,4894,reactivation,2026-01-30 16:41:33.720598
442,4174,reactivation,2026-01-30 16:44:37.726151
443,556,reactivation,2026-01-30 16:41:54.241526
444,2158,activation,2026-01-30 16:40:19.993858
445,2597,churn,2026-01-30 16:41:53.207383
446,1320,churn,2026-01-30 16:41:14.782789
447,4458,reactivation,2026-01-30 16:44:37.000535
448,2218,reactivation,2026-01-30 16:38:34.154104
449,534,churn,2026-01-30 16:36:06.671770
450,615,churn,2026-01-30 16:43:31.916755
451,3269,reactivation,2026-01-30 16:39:39.378314
452,114,churn,2026-01-30 16:39:17.850621
453,2994,reactivation,2026-01-30 16:39:28.813903
454,2385,activation,2026-01-30 16:42:48.422587
455,4521,churn,2026-01-30 16:43:59.983490
456,2350,activation,2026-01-30 16:39:11.056950
457,2979,activation,2026-01-30 16:39:56.744484
458,1507,activation,2026-01-30 16:42:37.779022
459,1944,activation,2026-01-30 16:41:33.846072
460,3093,activation,2026-01-30 16:44:19.573666
461,2199,reactivation,2026-01-30 16:43:34.447828
462,4347,reactivation,2026-01-30 16:41:57.758526
463,750,reactivation,2026-01-30 16:40:54.910805
464,1852,churn,2026-01-30 16:42:01.998272
465,3720,churn,2026-01-30 16:35:29.009445
466,4341,reactivation,2026-01-30 16:35:48.671430
467,4193,activation,2026-01-30 16:38:39.826308
468,1653,churn,2026-01-30 16:42:48.446814
469,2968,churn,2026-01-30 16:43:46.045508
470,3926,churn,2026-01-30 16:35:32.476598
471,2998,churn,2026-01-30 16:37:14.914288
472,3667,reactivation,2026-01-30 16:42:45.568655
473,4092,churn,2026-01-30 16:44:53.280404
474,3633,reactivation,2026-01-30 16:42:38.362550
475,4830,reactivation,2026-01-30 16:43:00.875976
476,998,reactivation,2026-01-30 16:39:57.884588
477,2059,churn,2026-01-30 16:46:04.225511
478,4137,activation,2026-01-30 16:38:12.857971
479,4430,reactivation,2026-01-30 16:42:32.847674
480,2156,churn,2026-01-30 16:41:13.488739
481,4533,churn,2026-01-30 16:43:15.957617
482,2891,reactivation,2026-01-30 16:41:39.957341
483,3735,churn,2026-01-30 16:46:16.243273
484,1886,reactivation,2026-01-30 16:38:39.712921
485,4175,churn,2026-01-30 16:38:25.299527
486,1486,reactivation,2026-01-30 16:43:53.152033
487,564,churn,2026-01-30 16:39:13.853892
488,2561,reactivation,2026-01-30 16:36:29.499177
489,1539,activation,2026-01-30 16:42:30.469915
490,265,reactivation,2026-01-30 16:36:44.390633
491,2889,reactivation,2026-01-30 16:36:02.168741
492,4571,churn,2026-01-30 16:46:38.951788
493,2783,churn,2026-01-30 16:43:39.709373
494,386,churn,2026-01-30 16:38:43.656114
495,292,churn,2026-01-30 16:44:55.069712
496,2137,reactivation,2026-01-30 16:35:22.952769
497,1662,activation,2026-01-30 16:36:30.372507
498,3973,churn,2026-01-30 16:40:12.376215
499,4565,churn,2026-01-30 16:45:26.536374
500,415,activation,2026-01-30 16:41:55.762634
501,3458,activation,2026-01-30 16:40:19.892995
502,2492,reactivation,2026-01-30 16:43:38.784766
503,4940,reactivation,2026-01-30 16:46:02.192919
504,4380,reactivation,2026-01-30 16:41:59.223885
505,4624,churn,2026-01-30 16:39:30.826063
506,437,reactivation,2026-01-30 16:43:34.247858
507,4608,activation,2026-01-30 16:43:00.447330
508,1966,churn,2026-01-30 16:37:28.241444
509,644,reactivation,2026-01-30 16:38:29.324551
510,2787,activation,2026-01-30 16:35:56.674052
511,3142,activation,2026-01-30 16:38:00.641159
512,3562,activation,2026-01-30 16:40:42.221679
513,3331,activation,2026-01-30 16:46:38.962682
514,236,churn,2026-01-30 16:41:55.450902
515,1403,churn,2026-01-30 16:45:28.688811
516,3972,activation,2026-01-30 16:39:56.730326
517,4313,churn,2026-01-30 16:38:43.499956
518,2882,reactivation,2026-01-30 16:45:08.823289
519,3732,churn,2026-01-30 16:43:07.698968
520,2216,churn,2026-01-30 16:44:56.850332
521,119,reactivation,2026-01-30 16:39:35.337134
522,899,activation,2026-01-30 16:38:52.178723
523,4983,reactivation,2026-01-30 16:38:36.944422
524,802,reactivation,2026-01-30 16:45:35.757029
525,3110,churn,2026-01-30 16:44:29.777321
526,1434,reactivation,2026-01-30 16:36:59.405627
527,928,churn,2026-01-30 16:42:35.746765
528,2038,activation,2026-01-30 16:36:11.556636
529,1113,churn,2026-01-30 16:44:55.876334
530,3003,activation,2026-01-30 16:42:17.944021
531,2597,activation,2026-01-30 16:35:09.652698
532,4138,activation,2026-01-30 16:37:24.569040
533,4826,activation,2026-01-30 16:36:38.463058
534,2806,churn,2026-01-30 16:37:16.163985
535,1106,activation,2026-01-30 16:44:17.144767
536,2318,activation,2026-01-30 16:37:48.746757
537,2613,churn,2026-01-30 16:38:44.408764
538,4338,reactivation,2026-01-30 16:39:59.790199
539,1553,churn,2026-01-30 16:35:21.330923
540,4557,reactivation,2026-01-30 16:42:34.150038
541,3191,activation,2026-01-30 16:39:21.905024
542,3056,activation,2026-01-30 16:38:58.851160
543,3662,activation,2026-01-30 16:43:01.430218
544,4882,activation,2026-01-30 16:39:16.271211
545,1772,activation,2026-01-30 16:41:05.715749
546,586,activation,2026-01-30 16:36:05.863860
547,3647,churn,2026-01-30 16:44:53.669853
548,665,churn,2026-01-30 16:45:29.522105
549,1272,activation,2026-01-30 16:36:08.503096
550,3793,activation,2026-01-30 16:42:34.363203
551,251,activation,2026-01-30 16:40:34.772177
552,4700,activation,2026-01-30 16:44:15.737158
553,2142,activation,2026-01-30 16:40:30.807671
554,3754,reactivation,2026-01-30 16:45:39.238027
555,4211,reactivation,2026-01-30 16:42:54.746479
556,2097,reactivation,2026-01-30 16:46:05.731965
557,402,churn,2026-01-30 16:46:28.443990
558,1319,reactivation,2026-01-30 16:39:52.693968
559,374,churn,2026-01-30 16:37:43.099806
560,1429,activation,2026-01-30 16:43:49.463649
561,1991,activation,2026-01-30 16:43:09.945385
562,1175,activation,2026-01-30 16:41:57.145500
563,2770,activation,2026-01-30 16:35:13.464809
564,3805,reactivation,2026-01-30 16:40:27.172998
565,2548,reactivation,2026-01-30 16:36:30.314597
566,1382,activation,2026-01-30 16:40:24.364464
567,3347,reactivation,2026-01-30 16:43:10.724480
568,920,activation,2026-01-30 16:35:04.855439
569,2185,activation,2026-01-30 16:44:18.220662
570,991,activation,2026-01-30 16:35:40.453624
