item_id,seller_id,title,category,price,created_ts,status
29,392,Black Hoodie,Clothing,147.16,2026-01-30 17:04:50.293916,sold
30,3562,Canvas Tote Bag,Accessories,74.9,2026-01-30 17:00:27.024114,active
31,201,Nike Running Shoes,Shoes,126.54,2026-01-30 17:04:06.698535,active
32,4599,Sunglasses,Accessories,65.64,2026-01-30 17:02:43.110330,active
33,2732,Blue Skinny Jeans,Clothing,129.32,2026-01-30 16:59:14.126339,sold
34,2691,Oversized Sweater,Clothing,153.35,2026-01-30 17:07:05.965025,active
35,4494,Wireless Mouse,Electronics,101.29,2026-01-30 16:56:23.817127,active
36,1485,Blue Skinny Jeans,Clothing,44.34,2026-01-30 16:59:31.203882,sold
37,564,White Sneakers,Shoes,114.84,2026-01-30 17:04:30.757037,active
38,1679,Slip-On Canvas Shoes,Shoes,152.33,2026-01-30 17:00:43.001333,active
39,1723,Floral Summer Dress,Clothing,140.48,2026-01-30 17:05:05.643452,sold
40,2730,Bluetooth Headphones,Electronics,162.58,2026-01-30 16:59:58.540317,active
41,2694,Slip-On Canvas Shoes,Shoes,94.02,2026-01-30 17:02:15.937583,active
42,1364,Gold Hoop Earrings,Accessories,179.05,2026-01-30 16:50:24.490334,active
43,1530,Wall Art Print,Home,28.81,2026-01-30 16:53:41.130138,active
44,2238,Glass Storage Jar,Home,26.46,2026-01-30 16:54:47.539001,active
45,4030,Vintage Denim Jacket,Clothing,5.1,2026-01-30 16:51:01.175335,active
46,1283,Slip-On Canvas Shoes,Shoes,6.36,2026-01-30 16:53:46.414157,active
47,4745,Minimalist Wallet,Accessories,99.54,2026-01-30 16:51:24.081544,active
48,4780,Canvas Tote Bag,Accessories,52.6,2026-01-30 16:54:35.211491,active
49,3744,Vintage Denim Jacket,Clothing,106.16,2026-01-30 17:01:01.539200,sold
50,1854,Portable Speaker,Electronics,194.5,2026-01-30 16:56:09.018753,removed
51,3582,Vintage Denim Jacket,Clothing,140.78,2026-01-30 16:56:14.795444,sold
52,1637,Bluetooth Headphones,Electronics,60.54,2026-01-30 16:53:21.267593,active
53,2161,Wooden Coffee Table,Home,195.44,2026-01-30 16:54:23.336048,active
54,855,Wall Art Print,Home,59.34,2026-01-30 17:06:26.586955,sold
55,3475,Throw Blanket,Home,137.74,2026-01-30 17:01:14.878216,active
56,2778,Sunglasses,Accessories,197.2,2026-01-30 17:00:32.861486,active
57,4932,Canvas Tote Bag,Accessories,20.77,2026-01-30 16:52:39.829740,active
58,4497,Bluetooth Headphones,Electronics,147.0,2026-01-30 17:02:42.456942,active
59,2932,Nike Running Shoes,Shoes,196.77,2026-01-30 16:52:31.474693,active
60,3583,Floor Lamp,Home,22.61,2026-01-30 16:56:24.811877,sold
61,1148,Floor Lamp,Home,104.1,2026-01-30 17:07:23.685219,active
62,1795,Silver Necklace,Accessories,120.22,2026-01-30 17:01:06.199741,active
63,1370,Smartphone,Electronics,104.86,2026-01-30 16:59:36.505723,active
64,2912,Glass Storage Jar,Home,23.75,2026-01-30 17:01:54.383391,sold
65,1960,Silver Necklace,Accessories,80.41,2026-01-30 17:04:45.280074,sold
66,4737,Wool Scarf,Accessories,136.76,2026-01-30 17:03:33.079905,sold
67,4062,Bluetooth Headphones,Electronics,140.68,2026-01-30 16:53:42.371918,active
68,624,Portable Speaker,Electronics,113.26,2026-01-30 16:50:09.668263,active
69,2050,USB-C Charging Cable,Electronics,199.27,2026-01-30 16:55:15.689292,removed
70,4549,Vintage Denim Jacket,Clothing,180.58,2026-01-30 16:54:24.160146,active
71,2057,Vintage Denim Jacket,Clothing,59.38,2026-01-30 16:53:22.861471,sold
72,2256,Wool Winter Coat,Clothing,179.94,2026-01-30 17:06:33.342491,sold
73,3192,Black Hoodie,Clothing,178.12,2026-01-30 17:05:21.477036,sold
74,1649,Heeled Sandals,Shoes,36.52,2026-01-30 16:55:14.852111,sold
75,3924,White Sneakers,Shoes,118.23,2026-01-30 17:01:22.873759,active
76,99,Leather Boots,Shoes,194.86,2026-01-30 16:56:42.282453,active
77,4974,Wooden Coffee Table,Home,112.0,2026-01-30 17:06:02.711397,active
78,3792,Wool Winter Coat,Clothing,198.92,2026-01-30 16:57:50.560001,active
79,4494,Slip-On Canvas Shoes,Shoes,68.45,2026-01-30 16:54:21.070580,sold
80,1219,Vintage Denim Jacket,Clothing,133.23,2026-01-30 16:54:01.357708,active
81,4556,Canvas Tote Bag,Accessories,104.22,2026-01-30 16:59:41.277585,active
82,1046,Minimalist Wallet,Accessories,52.58,2026-01-30 16:54:18.760937,removed
83,3437,Canvas Tote Bag,Accessories,99.91,2026-01-30 17:00:06.352870,sold
84,226,Gold Hoop Earrings,Accessories,73.27,2026-01-30 17:05:44.648714,active
85,960,Black Hoodie,Clothing,173.51,2026-01-30 16:56:46.352545,active
86,816,Minimalist Wallet,Accessories,59.75,2026-01-30 16:53:31.866420,active
87,3121,Portable Speaker,Electronics,13.5,2026-01-30 17:07:32.340615,removed
88,2206,Wool Scarf,Accessories,191.02,2026-01-30 16:58:45.288397,sold
89,1061,Minimalist Wallet,Accessories,186.02,2026-01-30 16:51:13.182165,active
90,4277,Slip-On Canvas Shoes,Shoes,116.6,2026-01-30 16:50:25.885685,removed
91,1140,Trail Hiking Shoes,Shoes,62.42,2026-01-30 16:51:33.421061,active
92,1185,Glass Storage Jar,Home,66.8,2026-01-30 17:00:52.641725,active
93,1817,Heeled Sandals,Shoes,81.96,2026-01-30 17:03:50.445714,sold
94,1896,Wall Art Print,Home,18.73,2026-01-30 16:57:10.932764,active
95,4015,Wool Winter Coat,Clothing,198.06,2026-01-30 16:50:43.609923,active
96,155,Heeled Sandals,Shoes,62.58,2026-01-30 16:56:27.148829,active
97,3176,Canvas Tote Bag,Accessories,140.92,2026-01-30 17:07:30.811091,sold
98,2807,Slip-On Canvas Shoes,Shoes,86.86,2026-01-30 16:59:06.443493,active
99,2456,Platform Sneakers,Shoes,183.08,2026-01-30 17:07:03.764648,active
100,4132,Silver Necklace,Accessories,160.67,2026-01-30 17:05:04.642078,active
101,4496,Vintage Denim Jacket,Clothing,14.9,2026-01-30 16:49:47.399504,sold
102,1167,Minimalist Wallet,Accessories,78.24,2026-01-30 17:02:33.379565,active
103,2775,Minimalist Wallet,Accessories,136.05,2026-01-30 17:01:51.247199,active
104,3770,Leather Belt,Accessories,110.82,2026-01-30 16:59:14.927957,active
105,1716,Noise-Cancelling Earbuds,Electronics,12.57,2026-01-30 16:54:23.171205,active
106,2492,Portable Speaker,Electronics,68.7,2026-01-30 17:01:07.238742,sold
107,3052,Slip-On Canvas Shoes,Shoes,193.22,2026-01-30 16:51:35.476347,active
108,4870,Corduroy Pants,Clothing,15.08,2026-01-30 16:57:24.546471,active
109,4143,Nike Running Shoes,Shoes,141.4,2026-01-30 16:57:45.021603,active
110,4365,Portable Speaker,Electronics,194.06,2026-01-30 17:06:45.121202,sold
111,1683,Platform Sneakers,Shoes,160.06,2026-01-30 17:05:20.921176,active
112,3676,Portable Speaker,Electronics,150.09,2026-01-30 16:54:19.460175,active
113,117,Decorative Cushion,Home,20.77,2026-01-30 16:58:35.633002,active
114,1932,Wall Art Print,Home,84.75,2026-01-30 16:52:47.944031,active
115,513,Floral Summer Dress,Clothing,91.26,2026-01-30 17:06:00.638067,active
116,560,White Sneakers,Shoes,40.66,2026-01-30 17:05:15.160055,sold
117,4993,Gold Hoop Earrings,Accessories,191.2,2026-01-30 16:54:57.320375,sold
118,1471,Blue Skinny Jeans,Clothing,89.96,2026-01-30 17:01:05.065454,sold
119,3148,Striped T-Shirt,Clothing,115.38,2026-01-30 17:00:32.687828,active
120,2745,Canvas Tote Bag,Accessories,71.67,2026-01-30 16:52:20.066410,active
121,3119,Wool Scarf,Accessories,12.94,2026-01-30 17:03:18.511664,sold
122,3060,Bluetooth Headphones,Electronics,39.19,2026-01-30 16:59:17.529352,active
123,2480,White Sneakers,Shoes,162.35,2026-01-30 17:03:35.916597,active
124,1758,Wooden Coffee Table,Home,131.71,2026-01-30 16:59:07.781966,active
125,2850,Portable Speaker,Electronics,55.87,2026-01-30 16:49:35.617648,active
126,3731,Canvas Tote Bag,Accessories,103.11,2026-01-30 16:55:25.088542,sold
127,1349,Canvas Tote Bag,Accessories,138.37,2026-01-30 16:49:56.034882,active
128,336,Canvas Tote Bag,Accessories,130.27,2026-01-30 17:06:18.426506,active
129,896,Trail Hiking Shoes,Shoes,129.1,2026-01-30 17:05:24.019628,sold
130,1932,Silver Necklace,Accessories,80.69,2026-01-30 17:04:33.198772,active
131,4001,Decorative Cushion,Home,163.18,2026-01-30 16:55:07.115255,sold
132,3914,Throw Blanket,Home,45.3,2026-01-30 16:50:37.559180,active
133,4108,Bluetooth Headphones,Electronics,24.65,2026-01-30 17:05:23.250367,active
134,2547,Floral Summer Dress,Clothing,125.56,2026-01-30 17:06:37.705401,active
135,4186,Portable Speaker,Electronics,67.2,2026-01-30 16:51:07.505728,sold
136,1626,Canvas Tote Bag,Accessories,71.42,2026-01-30 16:58:19.869700,active
137,3975,Portable Speaker,Electronics,28.04,2026-01-30 16:50:49.749520,active
138,1517,White Sneakers,Shoes,187.65,2026-01-30 17:03:16.450338,active
139,729,Platform Sneakers,Shoes,161.68,2026-01-30 17:03:22.101184,active
140,3466,Wall Art Print,Home,87.58,2026-01-30 16:51:53.662782,active
141,2787,Decorative Cushion,Home,198.15,2026-01-30 16:58:08.304968,active
142,2144,Throw Blanket,Home,71.46,2026-01-30 16:59:28.787881,sold
143,4133,Platform Sneakers,Shoes,51.53,2026-01-30 16:54:21.261159,active
144,2327,Wall Art Print,Home,152.14,2026-01-30 17:05:17.227684,active
145,3953,Leather Belt,Accessories,103.52,2026-01-30 16:57:11.988976,sold
146,1366,Glass Storage Jar,Home,63.04,2026-01-30 16:53:23.742062,active
147,396,Ceramic Vase,Home,191.92,2026-01-30 16:59:17.439776,sold
148,4361,Bluetooth Headphones,Electronics,67.27,2026-01-30 17:02:43.325555,removed
149,4947,White Sneakers,Shoes,101.14,2026-01-30 16:53:12.243149,active
150,3141,Oversized Sweater,Clothing,62.18,2026-01-30 16:55:11.653594,active
151,2939,Wireless Mouse,Electronics,46.48,2026-01-30 17:07:29.761305,sold
152,1168,Glass Storage Jar,Home,158.98,2026-01-30 17:01:16.868302,active
153,2983,USB-C Charging Cable,Electronics,199.21,2026-01-30 16:57:28.148091,active
154,733,Platform Sneakers,Shoes,73.43,2026-01-30 16:58:53.981908,active
155,954,Silver Necklace,Accessories,125.55,2026-01-30 16:51:45.684531,active
156,1543,Heeled Sandals,Shoes,88.09,2026-01-30 16:53:37.673124,active
157,2994,Glass Storage Jar,Home,178.92,2026-01-30 16:55:40.132407,active
158,3237,Gold Hoop Earrings,Accessories,50.48,2026-01-30 17:00:10.373416,active
159,1389,Floor Lamp,Home,77.28,2026-01-30 16:53:43.523911,sold
160,511,Glass Storage Jar,Home,182.0,2026-01-30 16:53:32.834775,active
161,1828,Throw Blanket,Home,78.37,2026-01-30 16:50:51.672533,active
162,2924,Noise-Cancelling Earbuds,Electronics,113.89,2026-01-30 17:00:56.591194,active
163,3603,Leather Boots,Shoes,26.68,2026-01-30 16:53:42.257127,active
164,4749,White Sneakers,Shoes,84.01,2026-01-30 17:05:52.853614,active
165,456,Blue Skinny Jeans,Clothing,27.92,2026-01-30 17:05:03.406232,active
166,3073,Wall Art Print,Home,137.8,2026-01-30 16:50:51.525938,active
167,505,Slip-On Canvas Shoes,Shoes,78.1,2026-01-30 16:53:52.045005,active
168,824,Bluetooth Headphones,Electronics,108.03,2026-01-30 17:01:37.496001,active
169,2106,Silver Necklace,Accessories,7.37,2026-01-30 16:53:26.375752,removed
170,1853,Oversized Sweater,Clothing,67.92,2026-01-30 16:51:57.896797,active
171,3285,Wooden Coffee Table,Home,198.63,2026-01-30 17:06:25.355380,active
172,1251,Portable Speaker,Electronics,140.61,2026-01-30 16:59:51.726541,active
173,1257,Glass Storage Jar,Home,47.28,2026-01-30 16:58:05.484708,active
174,3585,Sunglasses,Accessories,127.37,2026-01-30 17:03:42.388978,active
175,2704,Sunglasses,Accessories,148.73,2026-01-30 17:04:07.096758,sold
176,1354,Noise-Cancelling Earbuds,Electronics,190.33,2026-01-30 16:53:00.642708,sold
177,3020,Minimalist Wallet,Accessories,25.82,2026-01-30 16:51:19.685279,active
178,1146,Noise-Cancelling Earbuds,Electronics,41.68,2026-01-30 16:57:20.535277,active
179,2746,Noise-Cancelling Earbuds,Electronics,49.73,2026-01-30 16:57:12.464913,active
180,4965,Smartphone,Electronics,195.01,2026-01-30 16:57:59.386642,removed
181,2509,Platform Sneakers,Shoes,138.52,2026-01-30 17:02:42.401917,active
182,1582,Gold Hoop Earrings,Accessories,19.86,2026-01-30 17:01:42.233711,sold
183,256,Silver Necklace,Accessories,118.33,2026-01-30 17:07:17.898428,sold
184,10,Smartphone,Electronics,186.88,2026-01-30 16:51:21.291301,sold
185,4973,Wooden Coffee Table,Home,37.14,2026-01-30 16:56:49.830985,active
186,4470,Wooden Coffee Table,Home,163.06,2026-01-30 16:55:41.446814,removed
187,4949,Platform Sneakers,Shoes,151.17,2026-01-30 17:05:05.606339,active
188,4785,Decorative Cushion,Home,168.47,2026-01-30 16:54:03.548841,active
189,511,Floor Lamp,Home,58.31,2026-01-30 16:53:00.425621,active
190,4614,Nike Running Shoes,Shoes,139.88,2026-01-30 16:57:39.502632,active
191,1669,Heeled Sandals,Shoes,199.34,2026-01-30 16:57:10.632171,active
192,3637,Floor Lamp,Home,189.23,2026-01-30 16:54:35.828756,sold
193,2049,Wall Art Print,Home,191.04,2026-01-30 16:54:04.790964,active
194,4545,Laptop Stand,Electronics,135.98,2026-01-30 17:06:12.126847,active
195,3420,Ceramic Vase,Home,57.39,2026-01-30 16:57:33.581205,active
196,250,Ceramic Vase,Home,106.46,2026-01-30 17:05:05.257033,sold
197,3963,USB-C Charging Cable,Electronics,65.02,2026-01-30 16:59:29.351337,sold
198,236,Nike Running Shoes,Shoes,114.38,2026-01-30 16:50:29.635396,sold
199,1849,Silver Necklace,Accessories,120.04,2026-01-30 17:07:34.225066,active
200,3279,Portable Speaker,Electronics,158.01,2026-01-30 17:04:37.909792,active
201,2123,Sunglasses,Accessories,46.53,2026-01-30 17:07:01.515958,active
202,4860,Throw Blanket,Home,196.19,2026-01-30 17:06:15.476342,active
203,1359,Nike Running Shoes,Shoes,90.31,2026-01-30 17:04:51.591393,sold
204,1332,Glass Storage Jar,Home,111.75,2026-01-30 16:52:34.615999,active
205,1359,Canvas Tote Bag,Accessories,82.33,2026-01-30 16:58:19.492415,active
206,2129,USB-C Charging Cable,Electronics,190.16,2026-01-30 16:53:25.847083,active
207,3473,Platform Sneakers,Shoes,100.96,2026-01-30 16:56:48.123516,active
208,3032,Floor Lamp,Home,13.94,2026-01-30 16:50:38.326232,active
209,4301,Laptop Stand,Electronics,45.78,2026-01-30 16:56:24.290968,active
210,4043,Noise-Cancelling Earbuds,Electronics,19.79,2026-01-30 17:07:19.133551,active
211,3446,Ceramic Vase,Home,141.05,2026-01-30 16:54:21.419303,active
212,2948,USB-C Charging Cable,Electronics,72.41,2026-01-30 17:03:41.796250,sold
213,3267,Nike Running Shoes,Shoes,105.47,2026-01-30 16:57:46.409037,removed
214,4157,Striped T-Shirt,Clothing,42.5,2026-01-30 16:57:11.848085,active
215,4700,Floor Lamp,Home,72.79,2026-01-30 17:06:48.903052,active
216,524,USB-C Charging Cable,Electronics,45.24,2026-01-30 17:07:30.056505,active
217,1754,Slip-On Canvas Shoes,Shoes,139.63,2026-01-30 16:59:35.229789,active
218,2297,Throw Blanket,Home,98.82,2026-01-30 17:02:30.880937,active
219,4203,Vintage Denim Jacket,Clothing,184.57,2026-01-30 16:52:22.180571,active
220,2056,Heeled Sandals,Shoes,150.91,2026-01-30 16:54:55.444452,active
221,2767,Wall Art Print,Home,109.64,2026-01-30 17:07:01.206114,sold
222,526,Glass Storage Jar,Home,125.56,2026-01-30 17:00:00.514714,active
223,3288,Oversized Sweater,Clothing,145.5,2026-01-30 16:59:20.570817,active
224,4979,White Sneakers,Shoes,144.1,2026-01-30 17:03:02.813605,sold
225,2798,White Sneakers,Shoes,151.18,2026-01-30 16:50:36.738495,active
226,3346,Leather Boots,Shoes,92.25,2026-01-30 17:00:05.911802,active
227,3087,Floral Summer Dress,Clothing,25.45,2026-01-30 16:58:38.078413,sold
228,2076,Platform Sneakers,Shoes,8.91,2026-01-30 17:04:55.937483,active
229,126,Wool Scarf,Accessories,28.35,2026-01-30 16:52:25.027346,sold
230,3284,Canvas Tote Bag,Accessories,97.42,2026-01-30 17:06:52.641216,active
231,233,Gold Hoop Earrings,Accessories,102.2,2026-01-30 16:51:01.520382,active
232,4207,Bluetooth Headphones,Electronics,148.68,2026-01-30 16:52:55.690958,active
233,4008,USB-C Charging Cable,Electronics,89.17,2026-01-30 17:00:17.637915,active
234,2473,Blue Skinny Jeans,Clothing,70.8,2026-01-30 17:01:44.229558,sold
235,1762,Oversized Sweater,Clothing,52.65,2026-01-30 16:53:49.020207,active
236,3813,Heeled Sandals,Shoes,187.07,2026-01-30 16:51:44.477543,active
237,2325,Nike Running Shoes,Shoes,34.81,2026-01-30 17:05:36.510299,active
238,2564,Smartphone,Electronics,170.91,2026-01-30 16:54:00.912576,active
239,2398,Slip-On Canvas Shoes,Shoes,38.81,2026-01-30 17:00:17.080686,sold
240,4855,Slip-On Canvas Shoes,Shoes,15.07,2026-01-30 17:00:43.932031,active
241,4325,Decorative Cushion,Home,196.56,2026-01-30 16:57:07.762908,active
242,468,Heeled Sandals,Shoes,194.05,2026-01-30 17:00:05.366072,sold
243,646,Leather Boots,Shoes,195.14,2026-01-30 16:58:59.605333,active
244,4290,Gold Hoop Earrings,Accessories,113.57,2026-01-30 17:06:24.482758,active
245,1142,Platform Sneakers,Shoes,143.64,2026-01-30 16:53:15.599935,active
246,4628,Heeled Sandals,Shoes,52.27,2026-01-30 17:02:28.487145,active
247,4750,Black Hoodie,Clothing,61.28,2026-01-30 16:53:52.780829,active
248,4235,Wool Winter Coat,Clothing,186.74,2026-01-30 16:56:42.448714,active
249,3745,Ceramic Vase,Home,77.0,2026-01-30 17:01:40.425441,active
250,261,Bluetooth Headphones,Electronics,17.36,2026-01-30 16:54:58.996846,removed
251,2061,Wool Scarf,Accessories,138.49,2026-01-30 16:55:16.471372,active
252,1343,Decorative Cushion,Home,137.89,2026-01-30 17:03:07.013652,sold
253,1995,Wall Art Print,Home,97.27,2026-01-30 16:50:53.346564,active
254,3491,White Sneakers,Shoes,73.03,2026-01-30 16:57:49.948364,sold
255,4028,Floor Lamp,Home,193.18,2026-01-30 17:07:33.330796,active
256,376,Wool Scarf,Accessories,198.23,2026-01-30 17:07:30.784164,active
257,1571,Canvas Tote Bag,Accessories,185.66,2026-01-30 16:50:54.121579,sold
258,3644,Laptop Stand,Electronics,169.16,2026-01-30 16:53:25.206657,active
259,873,Ceramic Vase,Home,151.35,2026-01-30 16:54:21.416448,sold
260,1315,Floor Lamp,Home,37.03,2026-01-30 17:06:22.920128,sold
261,78,Slip-On Canvas Shoes,Shoes,107.0,2026-01-30 17:05:26.333308,active
262,1066,Black Hoodie,Clothing,81.53,2026-01-30 17:05:24.611862,sold
263,1319,Smartphone,Electronics,144.19,2026-01-30 16:56:14.089256,sold
264,4671,Glass Storage Jar,Home,103.03,2026-01-30 16:52:25.366579,active
265,1249,Slip-On Canvas Shoes,Shoes,81.34,2026-01-30 17:04:35.444551,active
266,4917,Portable Speaker,Electronics,181.76,2026-01-30 17:02:14.823119,active
267,1971,USB-C Charging Cable,Electronics,89.15,2026-01-30 17:00:35.611987,active
268,1203,Corduroy Pants,Clothing,70.31,2026-01-30 17:07:21.211709,active
269,2036,Corduroy Pants,Clothing,149.58,2026-01-30 17:01:21.294423,active
270,2205,Decorative Cushion,Home,34.58,2026-01-30 16:49:43.448956,active
271,951,Wool Scarf,Accessories,32.91,2026-01-30 17:04:17.472466,active
272,1858,Leather Boots,Shoes,153.68,2026-01-30 16:54:58.329052,sold
273,2913,Leather Boots,Shoes,25.07,2026-01-30 17:01:31.459812,active
274,4911,Vintage Denim Jacket,Clothing,170.06,2026-01-30 17:06:29.044404,active
275,3229,Leather Boots,Shoes,110.27,2026-01-30 16:52:00.034404,active
276,2372,Glass Storage Jar,Home,145.84,2026-01-30 16:51:39.662964,sold
277,95,Glass Storage Jar,Home,121.7,2026-01-30 16:51:30.598856,active
278,794,Trail Hiking Shoes,Shoes,54.1,2026-01-30 16:59:32.481532,active
279,4107,Slip-On Canvas Shoes,Shoes,192.02,2026-01-30 16:54:29.136069,active
280,3206,Laptop Stand,Electronics,83.17,2026-01-30 17:00:28.216213,active
281,2350,Wall Art Print,Home,124.92,2026-01-30 17:02:30.021162,sold
282,3006,Bluetooth Headphones,Electronics,24.65,2026-01-30 16:53:14.885097,active
283,1640,White Sneakers,Shoes,175.06,2026-01-30 17:00:59.976996,sold
284,4452,Laptop Stand,Electronics,184.16,2026-01-30 16:54:20.102614,sold
285,3877,Nike Running Shoes,Shoes,142.91,2026-01-30 16:58:22.614400,active
286,604,Wool Winter Coat,Clothing,78.01,2026-01-30 17:05:52.763410,active
287,4147,Platform Sneakers,Shoes,148.61,2026-01-30 17:04:48.792010,sold
288,3798,Smartphone,Electronics,182.58,2026-01-30 16:51:14.682345,active
289,3477,White Sneakers,Shoes,37.28,2026-01-30 16:57:12.461834,active
290,3031,Decorative Cushion,Home,184.56,2026-01-30 16:54:33.814642,sold
291,4663,Slip-On Canvas Shoes,Shoes,49.34,2026-01-30 16:49:38.829344,active
292,3503,Noise-Cancelling Earbuds,Electronics,15.68,2026-01-30 17:03:27.808761,active
293,3508,Floor Lamp,Home,158.62,2026-01-30 17:01:03.082448,active
294,575,Leather Boots,Shoes,85.83,2026-01-30 16:54:17.911683,sold
295,386,Decorative Cushion,Home,95.81,2026-01-30 17:02:55.529381,active
296,3601,Wool Scarf,Accessories,119.48,2026-01-30 16:59:30.814855,active
297,4859,Silver Necklace,Accessories,32.47,2026-01-30 16:57:16.901872,active
298,1991,Vintage Denim Jacket,Clothing,37.28,2026-01-30 16:49:45.443276,active
299,4381,Wireless Mouse,Electronics,118.21,2026-01-30 16:50:56.263369,active
300,2204,Canvas Tote Bag,Accessories,46.47,2026-01-30 17:05:28.754905,active
301,4945,Floor Lamp,Home,192.41,2026-01-30 17:05:51.242857,active
302,3702,White Sneakers,Shoes,172.82,2026-01-30 16:59:24.237512,active
303,4423,Smartphone,Electronics,121.1,2026-01-30 17:04:36.362622,active
304,2263,Slip-On Canvas Shoes,Shoes,88.22,2026-01-30 17:00:04.110332,sold
305,3390,Platform Sneakers,Shoes,45.0,2026-01-30 16:52:14.941288,active
306,4525,Leather Belt,Accessories,78.66,2026-01-30 16:51:52.641161,sold
307,2066,White Sneakers,Shoes,62.34,2026-01-30 16:55:07.919018,sold
308,3058,Ceramic Vase,Home,107.26,2026-01-30 17:05:45.900008,active
309,2162,Decorative Cushion,Home,101.92,2026-01-30 17:03:54.812089,sold
310,3336,Nike Running Shoes,Shoes,173.05,2026-01-30 17:05:04.558789,sold
311,4896,Floral Summer Dress,Clothing,58.1,2026-01-30 17:05:45.838608,sold
312,3452,Wool Winter Coat,Clothing,161.15,2026-01-30 16:53:21.882661,removed
313,1824,Silver Necklace,Accessories,144.61,2026-01-30 16:54:04.492118,active
314,833,Trail Hiking Shoes,Shoes,112.59,2026-01-30 16:51:26.017111,active
315,2491,Oversized Sweater,Clothing,103.57,2026-01-30 17:03:37.525541,active
316,3311,Smartphone,Electronics,116.04,2026-01-30 17:05:29.865478,sold
317,3676,Bluetooth Headphones,Electronics,51.45,2026-01-30 16:56:53.887581,active
318,2144,Platform Sneakers,Shoes,197.8,2026-01-30 17:00:45.314431,active
319,2539,Canvas Tote Bag,Accessories,192.72,2026-01-30 16:52:21.917605,sold
320,4278,Blue Skinny Jeans,Clothing,44.97,2026-01-30 17:06:19.271497,active
321,944,Ceramic Vase,Home,21.95,2026-01-30 17:05:08.774152,active
322,2199,Wireless Mouse,Electronics,170.38,2026-01-30 17:07:09.302516,active
323,915,Nike Running Shoes,Shoes,118.69,2026-01-30 17:04:10.633457,active
324,514,Wireless Mouse,Electronics,182.57,2026-01-30 17:05:26.929501,active
325,3595,Oversized Sweater,Clothing,55.59,2026-01-30 16:50:01.769271,active
326,4567,Minimalist Wallet,Accessories,11.67,2026-01-30 17:02:50.489630,sold
327,805,Oversized Sweater,Clothing,84.84,2026-01-30 16:55:33.760305,active
328,3578,Gold Hoop Earrings,Accessories,153.9,2026-01-30 17:06:20.281157,active
329,2762,Bluetooth Headphones,Electronics,115.33,2026-01-30 17:04:01.413950,removed
330,4224,Corduroy Pants,Clothing,40.51,2026-01-30 17:05:08.189151,active
331,3281,Platform Sneakers,Shoes,57.39,2026-01-30 17:04:10.609262,active
332,237,Glass Storage Jar,Home,83.5,2026-01-30 16:54:23.150166,active
333,1302,Gold Hoop Earrings,Accessories,167.81,2026-01-30 17:03:45.364470,removed
334,442,Leather Belt,Accessories,180.61,2026-01-30 16:51:31.743277,active
335,805,Leather Boots,Shoes,8.59,2026-01-30 17:05:16.940125,sold
336,3925,Wireless Mouse,Electronics,163.94,2026-01-30 17:05:02.280711,active
337,2082,Portable Speaker,Electronics,113.06,2026-01-30 16:53:35.228415,active
338,4684,Heeled Sandals,Shoes,45.25,2026-01-30 17:04:16.913534,active
