notification_id,user_id,type,sent_ts,opened
54,2197,promo,2026-01-30 16:36:05.453925,0
55,1108,new_message,2026-01-30 16:46:20.915342,0
56,3307,new_message,2026-01-30 16:43:02.716539,1
57,1453,price_drop,2026-01-30 16:45:44.140361,0
58,662,reactivation,2026-01-30 16:46:12.350463,0
59,3199,price_drop,2026-01-30 16:36:29.122732,0
60,1845,new_message,2026-01-30 16:45:12.358916,1
61,3602,promo,2026-01-30 16:45:11.169259,0
62,3543,new_message,2026-01-30 16:43:51.227279,1
63,11,reactivation,2026-01-30 16:39:15.947233,0
64,3493,price_drop,2026-01-30 16:36:03.528906,0
65,1426,reactivation,2026-01-30 16:41:26.183896,0
66,1365,new_message,2026-01-30 16:45:29.622260,1
67,1326,new_message,2026-01-30 16:34:49.197623,0
68,276,price_drop,2026-01-30 16:42:04.013949,0
69,1372,new_message,2026-01-30 16:41:36.134681,0
70,2825,promo,2026-01-30 16:45:55.641540,1
71,4719,reactivation,2026-01-30 16:39:28.283085,0
72,2647,new_message,2026-01-30 16:44:26.309985,0
73,4554,reactivation,2026-01-30 16:42:01.835095,1
74,4954,reactivation,2026-01-30 16:43:16.198653,1
75,939,promo,2026-01-30 16:37:32.114799,0
76,2324,new_message,2026-01-30 16:39:33.917330,0
77,4978,new_message,2026-01-30 16:35:56.599970,0
78,266,promo,2026-01-30 16:38:03.638836,0
79,3370,new_message,2026-01-30 16:35:31.186583,0
80,4582,promo,2026-01-30 16:41:23.912565,1
81,4151,new_message,2026-01-30 16:35:59.344120,0
82,2749,price_drop,2026-01-30 16:42:55.275119,0
83,522,reactivation,2026-01-30 16:36:21.824977,0
84,378,price_drop,2026-01-30 16:42:31.646432,0
85,1451,price_drop,2026-01-30 16:46:34.527931,0
86,871,promo,2026-01-30 16:41:25.952442,0
87,2659,promo,2026-01-30 16:34:57.090253,0
88,880,price_drop,2026-01-30 16:41:14.760099,0
89,2376,promo,2026-01-30 16:36:41.419366,0
90,3324,new_message,2026-01-30 16:35:52.119413,0
91,3021,new_message,2026-01-30 16:43:40.952109,0
92,4788,reactivation,2026-01-30 16:37:57.707934,0
93,2610,reactivation,2026-01-30 16:43:29.691555,0
94,3118,new_message,2026-01-30 16:45:55.923984,0
95,462,new_message,2026-01-30 16:37:50.080558,0
96,3848,reactivation,2026-01-30 16:42:50.183436,0
97,860,promo,2026-01-30 16:38:48.117341,0
98,3908,promo,2026-01-30 16:36:28.966060,0
99,3770,new_message,2026-01-30 16:42:06.337307,0
100,4402,promo,2026-01-30 16:42:14.515638,0
101,2320,price_drop,2026-01-30 16:42:44.718086,0
102,3383,reactivation,2026-01-30 16:42:35.061854,0
103,2287,new_message,2026-01-30 16:41:46.266694,0
104,378,reactivation,2026-01-30 16:39:36.283006,0
105,2300,price_drop,2026-01-30 16:37:34.008520,0
106,3699,promo,2026-01-30 16:36:16.013470,1
107,3339,new_message,2026-01-30 16:35:10.444878,0
108,2165,price_drop,2026-01-30 16:40:12.143049,0
109,4966,promo,2026-01-30 16:41:38.569322,0
110,2042,promo,2026-01-30 16:35:48.343165,0
111,865,new_message,2026-01-30 16:39:50.022313,1
112,4318,new_message,2026-01-30 16:42:57.960714,0
113,2999,new_message,2026-01-30 16:40:23.448376,0
114,2931,reactivation,2026-01-30 16:43:47.881626,1
115,3091,new_message,2026-01-30 16:35:41.540351,1
116,1158,reactivation,2026-01-30 16:36:19.736684,0
117,1564,price_drop,2026-01-30 16:42:15.760387,1
118,4083,price_drop,2026-01-30 16:35:26.660697,1
119,1590,new_message,2026-01-30 16:44:32.051962,1
120,1496,reactivation,2026-01-30 16:37:45.260034,0
121,1221,promo,2026-01-30 16:45:10.314312,0
122,4850,reactivation,2026-01-30 16:38:22.754625,0
123,4196,new_message,2026-01-30 16:42:26.003462,1
124,1458,price_drop,2026-01-30 16:46:44.620398,1
125,1963,promo,2026-01-30 16:44:43.254059,0
126,2386,price_drop,2026-01-30 16:46:30.487476,0
127,2928,price_drop,2026-01-30 16:40:08.365277,0
128,1059,new_message,2026-01-30 16:46:38.648012,0
129,1615,new_message,2026-01-30 16:38:48.211552,1
130,4247,promo,2026-01-30 16:35:07.851028,0
131,1355,reactivation,2026-01-30 16:38:28.146343,0
132,2058,promo,2026-01-30 16:39:28.137334,1
133,2172,new_message,2026-01-30 16:44:08.865614,0
134,3233,reactivation,2026-01-30 16:45:29.271358,1
135,3992,price_drop,2026-01-30 16:38:57.262733,0
136,15,reactivation,2026-01-30 16:41:45.649410,0
137,157,promo,2026-01-30 16:46:03.997559,0
138,795,new_message,2026-01-30 16:46:43.892348,0
139,1400,new_message,2026-01-30 16:45:59.425927,1
140,3473,price_drop,2026-01-30 16:41:28.503767,1
141,3217,promo,2026-01-30 16:42:21.227300,1
142,3002,new_message,2026-01-30 16:39:39.648569,0
143,3874,promo,2026-01-30 16:44:54.570886,1
144,152,promo,2026-01-30 16:42:29.753476,0
145,4016,price_drop,2026-01-30 16:43:54.139465,1
146,25,price_drop,2026-01-30 16:37:19.587824,1
147,3001,new_message,2026-01-30 16:37:12.153086,0
148,1125,price_drop,2026-01-30 16:34:55.299956,1
149,3281,price_drop,2026-01-30 16:41:15.221173,1
150,4848,new_message,2026-01-30 16:42:41.113016,1
151,646,reactivation,2026-01-30 16:39:02.885997,1
152,3531,promo,2026-01-30 16:45:15.194901,0
153,3845,promo,2026-01-30 16:36:20.495379,0
154,4076,price_drop,2026-01-30 16:40:23.585948,0
155,4639,promo,2026-01-30 16:45:41.143897,0
156,1852,reactivation,2026-01-30 16:45:54.024321,0
157,2221,price_drop,2026-01-30 16:43:21.396186,0
158,1203,price_drop,2026-01-30 16:39:25.110459,1
159,3482,price_drop,2026-01-30 16:39:51.716603,0
160,3606,reactivation,2026-01-30 16:44:12.096537,0
161,2534,price_drop,2026-01-30 16:41:10.708128,0
162,1556,reactivation,2026-01-30 16:36:53.934415,0
163,231,promo,2026-01-30 16:45:59.841632,0
164,83,new_message,2026-01-30 16:38:53.611451,0
165,1414,new_message,2026-01-30 16:42:48.447723,0
166,2808,reactivation,2026-01-30 16:34:53.966187,1
167,1672,reactivation,2026-01-30 16:43:08.669209,1
168,2925,new_message,2026-01-30 16:41:35.042111,1
169,3511,reactivation,2026-01-30 16:43:35.854299,0
170,2021,new_message,2026-01-30 16:37:08.390278,0
171,2717,promo,2026-01-30 16:45:21.191815,1
172,960,promo,2026-01-30 16:42:32.533697,0
173,3601,new_message,2026-01-30 16:41:43.920233,0
174,3506,new_message,2026-01-30 16:44:01.696871,0
175,3023,price_drop,2026-01-30 16:39:38.007358,1
176,1012,price_drop,2026-01-30 16:46:32.451695,1
177,3115,promo,2026-01-30 16:37:17.756390,0
178,1929,promo,2026-01-30 16:42:23.258122,1
179,344,new_message,2026-01-30 16:36:35.543631,0
180,1106,price_drop,2026-01-30 16:39:43.396352,1
181,4668,new_message,2026-01-30 16:35:22.149792,0
182,1528,new_message,2026-01-30 16:44:05.822131,0
183,2100,reactivation,2026-01-30 16:40:08.564876,0
184,1778,reactivation,2026-01-30 16:39:32.354006,0
185,48,reactivation,2026-01-30 16:44:30.140412,1
186,1607,promo,2026-01-30 16:42:16.682740,0
187,688,reactivation,2026-01-30 16:46:33.766988,0
188,4736,reactivation,2026-01-30 16:39:46.438149,0
189,3112,reactivation,2026-01-30 16:41:15.756162,0
190,4446,reactivation,2026-01-30 16:37:28.292684,0
191,4880,promo,2026-01-30 16:41:34.829425,1
192,3322,reactivation,2026-01-30 16:45:11.425843,1
193,1232,new_message,2026-01-30 16:44:17.642699,1
194,1894,new_message,2026-01-30 16:35:04.483776,1
195,3169,price_drop,2026-01-30 16:42:34.858427,1
196,2673,reactivation,2026-01-30 16:41:21.254060,1
197,4021,price_drop,2026-01-30 16:43:24.360693,0
198,4770,price_drop,2026-01-30 16:35:12.432364,1
199,2171,promo,2026-01-30 16:46:14.134949,0
200,1299,promo,2026-01-30 16:41:53.416246,0
201,1468,promo,2026-01-30 16:37:36.355272,0
202,2302,price_drop,2026-01-30 16:39:51.121445,0
203,1265,reactivation,2026-01-30 16:42:33.089621,0
204,2399,price_drop,2026-01-30 16:35:01.877704,0
205,4724,new_message,2026-01-30 16:43:39.287027,0
206,964,promo,2026-01-30 16:46:01.642746,0
207,1759,price_drop,2026-01-30 16:46:31.872305,0
208,726,price_drop,2026-01-30 16:35:35.315681,0
209,3832,price_drop,2026-01-30 16:35:04.148041,0
210,4803,new_message,2026-01-30 16:38:36.573941,0
211,4362,reactivation,2026-01-30 16:41:29.620022,0
212,1936,reactivation,2026-01-30 16:45:06.594416,0
213,2344,reactivation,2026-01-30 16:36:43.577678,1
214,4002,price_drop,2026-01-30 16:41:06.118010,0
215,4605,promo,2026-01-30 16:45:12.308528,0
216,3788,new_message,2026-01-30 16:37:01.651211,1
217,2138,new_message,2026-01-30 16:40:57.908753,0
218,2833,price_drop,2026-01-30 16:42:30.248688,0
219,3889,reactivation,2026-01-30 16:39:05.017286,0
220,1129,promo,2026-01-30 16:44:29.111288,1
221,3491,new_message,2026-01-30 16:40:15.930071,0
222,2981,price_drop,2026-01-30 16:38:19.908590,0
223,3155,price_drop,2026-01-30 16:41:05.544509,0
224,3329,promo,2026-01-30 16:39:29.314982,0
225,3562,promo,2026-01-30 16:36:58.426350,0
226,4177,new_message,2026-01-30 16:43:49.503657,0
227,485,reactivation,2026-01-30 16:45:32.603023,0
228,4142,price_drop,2026-01-30 16:40:31.053414,1
229,1894,promo,2026-01-30 16:40:55.045667,0
230,52,reactivation,2026-01-30 16:35:55.797053,0
231,2031,price_drop,2026-01-30 16:44:47.565619,1
232,3214,new_message,2026-01-30 16:42:44.879603,1
233,4537,reactivation,2026-01-30 16:39:28.368940,0
234,3630,price_drop,2026-01-30 16:41:52.716970,0
235,1071,promo,2026-01-30 16:43:01.846823,0
236,3174,new_message,2026-01-30 16:40:04.236995,0
237,3788,promo,2026-01-30 16:45:04.308610,0
238,796,reactivation,2026-01-30 16:37:43.973681,1
239,4476,reactivation,2026-01-30 16:42:41.367630,0
240,3491,reactivation,2026-01-30 16:39:15.996330,0
241,1894,price_drop,2026-01-30 16:44:55.574959,0
242,2432,new_message,2026-01-30 16:40:43.389568,1
243,95,new_message,2026-01-30 16:40:21.416219,0
244,4408,reactivation,2026-01-30 16:45:20.331258,0
245,2169,new_message,2026-01-30 16:38:01.050605,0
246,4314,price_drop,2026-01-30 16:45:59.483800,1
247,1018,price_drop,2026-01-30 16:43:46.380495,0
248,3497,price_drop,2026-01-30 16:34:49.506618,1
249,3536,price_drop,2026-01-30 16:39:08.775281,1
250,3749,price_drop,2026-01-30 16:43:49.332732,0
251,4278,price_drop,2026-01-30 16:36:58.765119,1
252,992,promo,2026-01-30 16:39:49.225948,1
253,4781,promo,2026-01-30 16:46:27.700801,0
254,3343,promo,2026-01-30 16:41:09.116338,0
255,4800,promo,2026-01-30 16:40:05.198085,0
256,1261,promo,2026-01-30 16:39:43.178643,0
257,4151,reactivation,2026-01-30 16:44:44.864260,1
258,748,new_message,2026-01-30 16:34:53.667748,0
259,3835,reactivation,2026-01-30 16:38:52.999650,0
260,2378,promo,2026-01-30 16:40:01.225955,0
261,2023,promo,2026-01-30 16:36:43.628219,0
262,2565,price_drop,2026-01-30 16:43:17.423440,0
263,442,new_message,2026-01-30 16:45:41.978976,0
264,4090,promo,2026-01-30 16:44:00.405753,0
265,1860,price_drop,2026-01-30 16:40:27.846668,0
266,2839,promo,2026-01-30 16:41:05.765148,0
267,555,price_drop,2026-01-30 16:44:38.986076,0
268,4112,price_drop,2026-01-30 16:38:30.316619,0
269,3508,promo,2026-01-30 16:44:37.889058,0
270,1057,new_message,2026-01-30 16:46:12.088146,0
271,1900,reactivation,2026-01-30 16:43:11.954225,0
272,1240,new_message,2026-01-30 16:46:47.729747,0
273,1097,promo,2026-01-30 16:40:20.930052,0
274,4700,price_drop,2026-01-30 16:43:33.751453,0
275,2598,new_message,2026-01-30 16:39:38.847802,0
276,1461,promo,2026-01-30 16:45:52.912193,1
277,3762,reactivation,2026-01-30 16:37:58.470876,1
278,2280,promo,2026-01-30 16:41:08.302541,1
279,93,reactivation,2026-01-30 16:40:41.778498,0
280,4559,new_message,2026-01-30 16:43:00.044072,0
281,244,price_drop,2026-01-30 16:36:45.499057,1
282,4764,price_drop,2026-01-30 16:44:28.029524,0
283,242,price_drop,2026-01-30 16:41:06.960530,0
284,2911,reactivation,2026-01-30 16:45:28.322722,0
285,1142,price_drop,2026-01-30 16:43:06.612961,1
286,3635,new_message,2026-01-30 16:43:08.367679,0
287,4775,new_message,2026-01-30 16:36:16.667937,0
288,1361,price_drop,2026-01-30 16:42:05.111465,1
289,429,reactivation,2026-01-30 16:38:16.832671,0
290,1385,reactivation,2026-01-30 16:36:18.060613,1
291,2734,price_drop,2026-01-30 16:39:10.774896,1
292,3360,new_message,2026-01-30 16:35:38.944864,0
293,3798,reactivation,2026-01-30 16:40:02.989044,0
294,209,new_message,2026-01-30 16:39:40.093554,0
295,1293,reactivation,2026-01-30 16:39:22.881545,0
296,1317,new_message,2026-01-30 16:44:52.600267,0
297,2938,price_drop,2026-01-30 16:44:29.786591,0
298,2647,new_message,2026-01-30 16:46:43.851106,1
299,3885,reactivation,2026-01-30 16:36:27.672877,0
300,4780,reactivation,2026-01-30 16:40:38.671207,0
301,169,promo,2026-01-30 16:44:18.901710,1
302,4254,new_message,2026-01-30 16:38:59.586264,0
303,4317,price_drop,2026-01-30 16:45:04.274261,0
304,2706,price_drop,2026-01-30 16:45:41.352817,1
305,2938,reactivation,2026-01-30 16:37:58.579158,0
306,4388,new_message,2026-01-30 16:45:45.765347,1
307,4292,reactivation,2026-01-30 16:42:05.762116,0
308,989,price_drop,2026-01-30 16:40:53.005623,0
309,40,price_drop,2026-01-30 16:35:35.927136,0
310,1580,new_message,2026-01-30 16:37:13.003092,1
311,1173,reactivation,2026-01-30 16:35:29.797009,1
312,911,promo,2026-01-30 16:45:54.796159,0
313,2863,price_drop,2026-01-30 16:46:25.656823,0
314,1821,price_drop,2026-01-30 16:37:33.747592,0
315,2318,reactivation,2026-01-30 16:36:03.006522,0
316,1188,promo,2026-01-30 16:41:44.059077,0
317,4021,price_drop,2026-01-30 16:44:55.052976,1
318,81,new_message,2026-01-30 16:36:05.276681,1
319,3361,new_message,2026-01-30 16:42:34.689496,0
320,416,reactivation,2026-01-30 16:39:10.381269,0
321,4447,reactivation,2026-01-30 16:43:03.281405,0
322,1881,price_drop,2026-01-30 16:35:22.640804,1
323,4449,promo,2026-01-30 16:42:47.545820,0
324,407,new_message,2026-01-30 16:43:28.623091,0
325,1609,new_message,2026-01-30 16:39:23.020828,0
326,2300,reactivation,2026-01-30 16:44:21.971190,0
327,2830,new_message,2026-01-30 16:37:58.333500,1
328,2792,reactivation,2026-01-30 16:37:19.275297,1
329,4480,promo,2026-01-30 16:37:35.421353,1
330,2342,new_message,2026-01-30 16:40:51.294188,0
331,4698,reactivation,2026-01-30 16:35:21.013792,0
332,2279,reactivation,2026-01-30 16:40:48.597814,0
333,4172,reactivation,2026-01-30 16:42:03.836550,0
334,4328,new_message,2026-01-30 16:40:43.854816,1
335,2165,price_drop,2026-01-30 16:36:53.873456,1
336,401,reactivation,2026-01-30 16:46:09.359145,1
337,721,reactivation,2026-01-30 16:40:58.632456,1
338,2911,price_drop,2026-01-30 16:42:43.562975,0
339,2325,reactivation,2026-01-30 16:42:18.276305,1
340,967,price_drop,2026-01-30 16:43:45.632311,0
341,350,price_drop,2026-01-30 16:42:48.901161,0
342,3146,promo,2026-01-30 16:39:21.210589,0
343,3897,new_message,2026-01-30 16:45:47.424248,0
344,2945,new_message,2026-01-30 16:40:30.464928,1
345,4711,new_message,2026-01-30 16:44:48.660637,1
346,1123,new_message,2026-01-30 16:44:08.364559,0
347,2867,new_message,2026-01-30 16:42:41.240080,0
348,3182,reactivation,2026-01-30 16:45:12.908868,1
349,417,price_drop,2026-01-30 16:36:19.151187,0
350,1429,price_drop,2026-01-30 16:45:05.012499,0
351,4996,promo,2026-01-30 16:42:53.586222,0
352,728,reactivation,2026-01-30 16:42:10.579851,0
353,3542,price_drop,2026-01-30 16:43:12.650131,0
354,2970,new_message,2026-01-30 16:41:01.236052,1
355,4776,reactivation,2026-01-30 16:36:06.800063,0
356,2648,price_drop,2026-01-30 16:44:20.965367,0
357,1830,promo,2026-01-30 16:42:40.343925,0
358,2797,new_message,2026-01-30 16:44:11.096826,1
359,738,price_drop,2026-01-30 16:45:47.039323,0
360,134,reactivation,2026-01-30 16:37:34.655027,0
361,2282,price_drop,2026-01-30 16:45:56.142831,0
362,135,promo,2026-01-30 16:37:56.144330,0
363,4042,new_message,2026-01-30 16:42:47.646709,0
364,2293,reactivation,2026-01-30 16:39:11.102996,0
365,1222,promo,2026-01-30 16:45:29.842385,0
366,3467,promo,2026-01-30 16:46:40.470812,0
367,3256,new_message,2026-01-30 16:38:22.902137,1
368,3152,new_message,2026-01-30 16:45:10.483531,0
369,2590,new_message,2026-01-30 16:41:17.466874,1
370,2575,new_message,2026-01-30 16:39:06.755328,1
371,4148,promo,2026-01-30 16:35:29.334689,0
372,2412,price_drop,2026-01-30 16:43:41.193730,0
373,19,reactivation,2026-01-30 16:39:57.949521,1
374,1882,price_drop,2026-01-30 16:37:08.426391,0
375,4231,price_drop,2026-01-30 16:46:23.814146,1
376,765,promo,2026-01-30 16:46:08.283299,0
377,3999,price_drop,2026-01-30 16:42:41.397136,0
378,4020,new_message,2026-01-30 16:41:57.684981,1
379,756,reactivation,2026-01-30 16:38:30.171540,1
380,4677,price_drop,2026-01-30 16:43:53.410144,1
381,1743,promo,2026-01-30 16:37:36.473525,1
382,2140,promo,2026-01-30 16:38:08.095454,0
383,2089,reactivation,2026-01-30 16:39:36.611535,1
384,166,new_message,2026-01-30 16:38:41.148107,0
385,1374,new_message,2026-01-30 16:39:57.464601,0
386,714,promo,2026-01-30 16:41:21.647320,0
387,864,new_message,2026-01-30 16:46:22.119252,1
388,2154,reactivation,2026-01-30 16:42:02.589221,0
389,860,promo,2026-01-30 16:44:33.128508,0
390,4482,promo,2026-01-30 16:38:19.246943,1
391,1801,promo,2026-01-30 16:35:11.307685,0
392,2010,promo,2026-01-30 16:42:21.721301,1
393,4072,new_message,2026-01-30 16:41:27.925721,1
394,736,price_drop,2026-01-30 16:42:04.369633,0
395,4657,new_message,2026-01-30 16:43:39.970318,1
396,3303,new_message,2026-01-30 16:41:19.791425,0
397,791,promo,2026-01-30 16:37:59.519099,1
398,3888,promo,2026-01-30 16:37:12.866809,0
399,2753,promo,2026-01-30 16:46:45.440314,0
400,338,price_drop,2026-01-30 16:35:00.849680,0
401,1480,new_message,2026-01-30 16:41:04.608034,0
402,205,price_drop,2026-01-30 16:35:09.716633,0
403,2506,promo,2026-01-30 16:45:11.430579,0
404,1938,promo,2026-01-30 16:37:05.840568,1
405,2444,price_drop,2026-01-30 16:35:26.167745,1
406,3295,promo,2026-01-30 16:44:36.776199,0
407,869,price_drop,2026-01-30 16:38:10.341404,1
408,1695,reactivation,2026-01-30 16:36:09.741420,0
409,3940,promo,2026-01-30 16:36:36.903267,0
410,2174,promo,2026-01-30 16:39:28.049068,0
411,124,price_drop,2026-01-30 16:35:29.664142,1
412,3262,price_drop,2026-01-30 16:43:08.103775,0
413,4360,price_drop,2026-01-30 16:44:09.201140,0
414,3482,new_message,2026-01-30 16:41:08.707494,0
415,628,reactivation,2026-01-30 16:45:57.774758,0
416,2336,price_drop,2026-01-30 16:43:32.531548,0
417,4489,promo,2026-01-30 16:40:30.137052,0
418,4726,price_drop,2026-01-30 16:40:06.554283,0
419,4363,price_drop,2026-01-30 16:39:51.100100,0
420,4590,promo,2026-01-30 16:44:49.403862,1
421,3881,promo,2026-01-30 16:42:32.541000,0
422,1827,new_message,2026-01-30 16:40:48.862880,0
423,3633,price_drop,2026-01-30 16:44:06.181780,0
424,4294,reactivation,2026-01-30 16:38:55.919805,0
425,3893,promo,2026-01-30 16:40:47.144876,1
426,4201,price_drop,2026-01-30 16:38:23.854023,0
427,2060,reactivation,2026-01-30 16:36:50.582652,0
428,2927,promo,2026-01-30 16:38:56.770919,0
429,2932,price_drop,2026-01-30 16:42:35.081812,0
430,3725,new_message,2026-01-30 16:41:12.811906,0
431,948,price_drop,2026-01-30 16:45:23.952044,1
432,2837,price_drop,2026-01-30 16:46:18.142387,0
433,4874,new_message,2026-01-30 16:35:34.113374,0
434,1457,promo,2026-01-30 16:42:39.831050,0
435,3403,reactivation,2026-01-30 16:39:50.214347,0
436,1364,new_message,2026-01-30 16:34:51.848596,1
437,4779,promo,2026-01-30 16:39:36.568475,1
438,2045,new_message,2026-01-30 16:35:33.789763,0
439,4210,new_message,2026-01-30 16:36:13.884234,0
440,3179,new_message,2026-01-30 16:42:11.810498,1
441,4172,new_message,2026-01-30 16:34:54.646263,0
442,1143,promo,2026-01-30 16:39:24.991319,0
443,1595,promo,2026-01-30 16:41:14.996928,0
444,2274,price_drop,2026-01-30 16:40:34.635273,0
445,4847,reactivation,2026-01-30 16:34:52.356767,0
446,2576,new_message,2026-01-30 16:43:35.622143,0
447,2233,new_message,2026-01-30 16:35:17.894464,1
448,912,reactivation,2026-01-30 16:35:27.988809,1
449,158,new_message,2026-01-30 16:38:30.673139,0
450,2172,price_drop,2026-01-30 16:37:46.091236,1
451,4682,new_message,2026-01-30 16:46:13.935387,0
452,3791,promo,2026-01-30 16:43:38.768631,1
453,4400,reactivation,2026-01-30 16:44:57.688113,0
454,2035,price_drop,2026-01-30 16:37:29.840024,1
455,4781,reactivation,2026-01-30 16:38:11.091931,1
456,4161,new_message,2026-01-30 16:39:37.657845,0
457,1698,promo,2026-01-30 16:38:52.967783,1
458,3879,reactivation,2026-01-30 16:42:26.021726,0
459,3208,reactivation,2026-01-30 16:37:59.931760,1
460,2128,promo,2026-01-30 16:35:12.991344,0
461,3772,price_drop,2026-01-30 16:40:33.676420,0
462,3979,promo,2026-01-30 16:42:58.770440,1
463,2976,price_drop,2026-01-30 16:44:28.075221,1
464,2547,new_message,2026-01-30 16:42:32.860580,0
465,3548,price_drop,2026-01-30 16:44:59.113199,0
466,3963,promo,2026-01-30 16:36:30.784265,0
467,3978,new_message,2026-01-30 16:35:00.048615,0
468,223,reactivation,2026-01-30 16:35:34.069678,1
469,2,promo,2026-01-30 16:37:32.956992,0
470,3291,new_message,2026-01-30 16:42:31.927914,1
471,3909,reactivation,2026-01-30 16:38:44.255500,1
472,2762,reactivation,2026-01-30 16:36:22.764953,0
473,3497,reactivation,2026-01-30 16:40:29.132045,0
474,1367,price_drop,2026-01-30 16:39:46.685085,1
475,3508,promo,2026-01-30 16:37:57.636402,1
476,3564,price_drop,2026-01-30 16:42:59.246202,0
477,163,price_drop,2026-01-30 16:37:47.835666,0
478,2705,new_message,2026-01-30 16:41:37.851975,0
479,4191,new_message,2026-01-30 16:36:38.447991,0
480,1336,promo,2026-01-30 16:39:51.491207,0
481,1674,promo,2026-01-30 16:36:17.042186,0
482,1610,reactivation,2026-01-30 16:42:32.971345,0
483,1174,price_drop,2026-01-30 16:44:11.586812,0
484,3678,new_message,2026-01-30 16:44:36.949546,0
485,2739,price_drop,2026-01-30 16:43:04.805520,0
486,367,new_message,2026-01-30 16:40:27.219798,0
487,256,reactivation,2026-01-30 16:36:18.502927,0
488,2726,promo,2026-01-30 16:38:55.791883,0
489,3173,promo,2026-01-30 16:44:54.852452,0
490,4964,reactivation,2026-01-30 16:40:34.897590,0
491,597,price_drop,2026-01-30 16:38:32.826507,1
492,3703,reactivation,2026-01-30 16:42:29.029640,1
493,70,new_message,2026-01-30 16:45:47.859399,1
494,4813,reactivation,2026-01-30 16:39:54.065104,0
495,2118,promo,2026-01-30 16:36:13.261308,0
496,3740,price_drop,2026-01-30 16:43:13.051019,1
497,3006,promo,2026-01-30 16:43:32.220189,0
498,2994,reactivation,2026-01-30 16:40:59.500206,0
499,3934,promo,2026-01-30 16:42:58.053079,0
500,4910,price_drop,2026-01-30 16:41:01.376328,1
501,3081,price_drop,2026-01-30 16:43:12.352660,0
502,3379,price_drop,2026-01-30 16:46:30.105843,1
503,716,new_message,2026-01-30 16:38:02.830481,0
504,148,new_message,2026-01-30 16:42:34.063898,0
505,4849,new_message,2026-01-30 16:39:55.967812,0
506,4701,price_drop,2026-01-30 16:43:51.248199,1
507,3195,promo,2026-01-30 16:41:41.231180,1
508,3288,promo,2026-01-30 16:37:29.865536,0
509,3647,price_drop,2026-01-30 16:46:22.794382,1
510,4035,reactivation,2026-01-30 16:35:59.465072,0
511,4923,new_message,2026-01-30 16:42:56.078591,0
512,526,price_drop,2026-01-30 16:39:19.422698,0
513,600,promo,2026-01-30 16:46:39.209364,0
514,4768,price_drop,2026-01-30 16:42:52.771087,0
515,3904,price_drop,2026-01-30 16:42:27.311245,1
